caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case2,Amend Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-01-01 19:07:30,26,0,2011-01-01 18:57:47
Case2,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 19:16:13,26,0,2011-01-01 19:07:36
Case8,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 19:26:33,26,0,2011-01-01 19:17:19
Case11,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 19:29:38,26,0,2011-01-01 19:20:52
Case9,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 19:40:43,26,0,2011-01-01 19:31:29
Case3,Amend Purchase Requisition,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-01-01 19:56:21,26,0,2011-01-01 19:46:42
Case16,Create Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 1,2011-01-01 20:02:55,27,0,2011-01-01 19:55:02
Case3,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-01 20:06:44,27,0,2011-01-01 19:56:27
Case17,Create Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-01-01 20:22:34,28,0,2011-01-01 20:14:28
Case12,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 21:05:53,28,0,2011-01-01 20:57:42
Case18,Create Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-01 21:33:56,29,0,2011-01-01 21:25:56
Case19,Create Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-01-01 22:22:42,30,0,2011-01-01 22:14:46
Case16,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-01 22:49:54,30,0,2011-01-01 22:41:23
Case16,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-01 22:58:41,30,0,2011-01-01 22:50:00
Case20,Create Purchase Requisition,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-01-01 23:09:18,31,0,2011-01-01 23:01:27
Case13,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-01 23:34:33,31,0,2011-01-01 23:26:36
Case12,Create Request for Quotation,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 00:13:41,31,0,2011-01-02 00:04:19
Case14,Analyze Purchase Requisition,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 3,2011-01-02 00:59:46,31,0,2011-01-02 00:51:45
Case21,Create Purchase Requisition,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-01-02 01:07:27,32,0,2011-01-02 00:58:57
Case6,Amend Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-01-02 01:19:04,32,0,2011-01-02 01:09:25
Case7,Amend Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 1,2011-01-02 01:25:13,32,1,2011-01-02 01:15:59
Case6,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 01:28:27,32,0,2011-01-02 01:19:10
Case7,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 01:36:15,32,1,2011-01-02 01:25:19
Case15,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 01:54:01,32,0,2011-01-02 01:46:07
Case22,Create Purchase Requisition,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-01-02 02:21:13,33,0,2011-01-02 02:13:03
Case1,Create Request for Quotation,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 03:08:49,33,0,2011-01-02 03:00:44
Case14,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 03:26:46,33,0,2011-01-02 03:17:57
Case17,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 03:59:52,33,0,2011-01-02 03:52:05
Case10,Amend Purchase Requisition,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-01-02 04:52:23,33,0,2011-01-02 04:42:51
Case10,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 04:57:23,33,0,2011-01-02 04:52:29
Case23,Create Purchase Requisition,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-01-02 05:05:44,34,0,2011-01-02 04:57:44
Case18,Analyze Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 3,2011-01-02 05:24:39,34,0,2011-01-02 05:16:57
Case24,Create Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-01-02 05:25:37,35,0,2011-01-02 05:17:24
Case25,Create Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 1,2011-01-02 06:19:44,36,0,2011-01-02 06:11:55
Case19,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 06:27:48,36,0,2011-01-02 06:19:40
Case11,Amend Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-02 06:55:26,36,0,2011-01-02 06:44:45
Case11,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 06:58:42,36,0,2011-01-02 06:55:32
Case20,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 07:28:11,36,0,2011-01-02 07:20:40
Case3,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 07:37:48,36,0,2011-01-02 07:27:08
Case26,Create Purchase Requisition,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-01-02 07:55:14,37,0,2011-01-02 07:47:32
Case6,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 08:17:13,37,0,2011-01-02 08:09:24
Case27,Create Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-01-02 08:59:24,38,0,2011-01-02 08:51:47
Case8,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-01-02 09:23:34,38,0,2011-01-02 09:13:24
Case8,Amend Request for Quotation,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-01-02 09:28:00,38,0,2011-01-02 09:23:40
Case28,Create Purchase Requisition,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-01-02 10:37:55,39,0,2011-01-02 10:30:25
Case21,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 11:20:16,39,0,2011-01-02 11:13:01
Case25,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 11:23:02,39,1,2011-01-02 11:15:41
Case21,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 11:32:15,39,0,2011-01-02 11:23:19
Case29,Create Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-01-02 11:41:15,40,0,2011-01-02 11:33:50
Case13,Amend Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-01-02 11:44:54,40,0,2011-01-02 11:35:46
Case13,Analyze Purchase Requisition,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 3,2011-01-02 11:48:00,40,0,2011-01-02 11:45:00
Case20,Amend Purchase Requisition,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-01-02 11:55:16,40,0,2011-01-02 11:45:35
Case20,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 12:00:54,40,0,2011-01-02 11:55:22
Case22,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 12:53:14,40,0,2011-01-02 12:46:32
Case30,Create Purchase Requisition,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-01-02 13:03:36,41,0,2011-01-02 12:56:17
Case2,Amend Purchase Requisition,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-01-02 13:22:13,41,0,2011-01-02 13:13:40
Case2,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 13:27:05,41,0,2011-01-02 13:22:19
Case31,Create Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-02 14:01:34,42,0,2011-01-02 13:54:20
Case15,Amend Purchase Requisition,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-01-02 14:37:27,42,0,2011-01-02 14:28:50
Case15,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 14:43:34,42,0,2011-01-02 14:37:33
Case23,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 15:58:03,42,0,2011-01-02 15:51:24
Case17,Amend Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-02 16:27:57,42,0,2011-01-02 16:19:19
Case17,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 16:34:17,42,0,2011-01-02 16:28:03
Case24,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 16:40:58,42,1,2011-01-02 16:32:14
Case32,Create Purchase Requisition,res_96728506-a297-40b0-9d7a-57203eec2968,Role 1,2011-01-02 16:53:07,43,0,2011-01-02 16:45:59
Case4,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-01-02 16:59:50,43,0,2011-01-02 16:49:46
Case7,Amend Purchase Requisition,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-01-02 17:33:53,43,0,2011-01-02 17:25:50
Case33,Create Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 1,2011-01-02 17:34:47,44,0,2011-01-02 17:27:26
Case7,Analyze Purchase Requisition,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 3,2011-01-02 17:45:58,44,0,2011-01-02 17:33:59
Case5,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-01-02 17:49:16,44,0,2011-01-02 17:38:14
Case5,Amend Request for Quotation,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-02 17:53:30,44,0,2011-01-02 17:49:22
Case18,Amend Purchase Requisition,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-01-02 18:16:11,44,0,2011-01-02 18:07:39
Case18,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 18:22:28,44,0,2011-01-02 18:16:17
Case34,Create Purchase Requisition,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-02 19:06:48,45,0,2011-01-02 18:59:49
Case19,Amend Purchase Requisition,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-01-02 19:21:17,45,0,2011-01-02 19:12:15
Case25,Amend Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-01-02 19:27:33,45,1,2011-01-02 19:16:55
Case19,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 19:30:06,45,0,2011-01-02 19:21:23
Case35,Create Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 1,2011-01-02 19:30:33,46,0,2011-01-02 19:22:56
Case25,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-02 19:40:31,46,1,2011-01-02 19:27:39
Case26,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 19:52:01,46,0,2011-01-02 19:45:36
Case36,Create Purchase Requisition,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-02 20:42:10,47,0,2011-01-02 20:35:19
Case37,Create Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-01-02 21:08:51,48,0,2011-01-02 21:02:04
Case27,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 21:18:55,48,0,2011-01-02 21:12:36
Case23,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-02 21:51:30,48,0,2011-01-02 21:43:37
Case38,Create Purchase Requisition,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-01-02 22:34:55,49,0,2011-01-02 22:28:12
Case28,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-02 23:20:53,49,0,2011-01-02 23:14:35
Case39,Create Purchase Requisition,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-01-02 23:56:48,50,0,2011-01-02 23:50:09
Case40,Create Purchase Requisition,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-01-03 00:11:54,51,0,2011-01-03 00:04:35
Case29,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 00:25:47,51,0,2011-01-03 00:19:36
Case33,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 00:46:46,51,0,2011-01-03 00:40:59
Case9,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-01-03 00:59:33,51,0,2011-01-03 00:49:43
Case9,Amend Request for Quotation,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-01-03 00:59:39,51,0,2011-01-03 00:59:39
Case30,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 02:35:26,51,0,2011-01-03 02:29:09
Case32,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 02:54:59,51,0,2011-01-03 02:48:33
Case33,Create Request for Quotation,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 3,2011-01-03 03:02:02,51,0,2011-01-03 02:54:26
Case41,Create Purchase Requisition,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-03 03:04:30,52,0,2011-01-03 02:56:15
Case35,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-03 03:20:13,52,0,2011-01-03 03:14:47
Case42,Create Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 1,2011-01-03 03:50:34,53,0,2011-01-03 03:43:30
Case27,Create Request for Quotation,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 03:55:18,53,0,2011-01-03 03:46:35
Case31,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 04:00:18,53,0,2011-01-03 03:52:33
Case43,Create Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-01-03 04:54:55,54,0,2011-01-03 04:47:58
Case44,Create Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-01-03 05:11:21,55,0,2011-01-03 05:04:31
Case35,Create Request for Quotation,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 05:30:38,55,0,2011-01-03 05:26:07
Case28,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-03 05:57:18,55,0,2011-01-03 05:49:09
Case45,Create Purchase Requisition,res_96728506-a297-40b0-9d7a-57203eec2968,Role 1,2011-01-03 06:56:09,56,0,2011-01-03 06:49:26
Case4,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-01-03 07:03:37,56,0,2011-01-03 06:52:11
Case29,Create Request for Quotation,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 3,2011-01-03 07:33:31,56,0,2011-01-03 07:27:27
Case46,Create Purchase Requisition,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-01-03 07:37:20,57,0,2011-01-03 07:29:33
Case47,Create Purchase Requisition,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-03 08:08:33,58,0,2011-01-03 08:02:04
Case16,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-01-03 08:26:46,58,0,2011-01-03 08:16:54
Case16,Amend Request for Quotation,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-01-03 08:26:52,58,0,2011-01-03 08:26:52
Case1,Analyze Request for Quotation,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 4,2011-01-03 08:46:12,58,0,2011-01-03 08:37:15
Case22,Amend Purchase Requisition,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-01-03 08:47:03,58,0,2011-01-03 08:37:48
Case1,Amend Request for Quotation,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-01-03 08:48:46,58,0,2011-01-03 08:46:18
Case48,Create Purchase Requisition,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-01-03 09:33:42,59,0,2011-01-03 09:27:20
Case34,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 10:23:52,59,0,2011-01-03 10:18:13
Case49,Create Purchase Requisition,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-01-03 10:36:12,60,0,2011-01-03 10:29:56
Case50,Create Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-03 11:12:44,61,0,2011-01-03 11:06:35
Case42,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 11:24:26,61,0,2011-01-03 11:21:32
Case19,Create Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 11:36:05,61,0,2011-01-03 11:29:13
Case6,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-01-03 11:57:06,61,0,2011-01-03 11:48:37
Case32,Amend Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-01-03 12:08:44,61,0,2011-01-03 12:02:12
Case22,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 12:31:58,61,0,2011-01-03 12:31:58
Case12,Analyze Request for Quotation,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 4,2011-01-03 12:32:46,61,0,2011-01-03 12:24:16
Case12,Amend Request for Quotation,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-01-03 12:32:52,61,0,2011-01-03 12:32:52
Case40,Analyze Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 3,2011-01-03 12:43:59,61,0,2011-01-03 12:41:15
Case51,Create Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-01-03 12:50:22,62,0,2011-01-03 12:43:00
Case36,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-03 12:57:50,62,0,2011-01-03 12:50:42
Case24,Amend Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 1,2011-01-03 12:58:22,62,0,2011-01-03 12:46:24
Case52,Create Purchase Requisition,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-01-03 13:40:34,63,0,2011-01-03 13:34:37
Case37,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-01-03 13:52:19,63,0,2011-01-03 13:47:00
Case10,Amend Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-01-03 14:22:04,63,0,2011-01-03 14:15:34
Case53,Create Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-01-03 14:47:31,64,0,2011-01-03 14:41:40
Case3,Analyze Request for Quotation,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 4,2011-01-03 15:37:06,64,0,2011-01-03 15:27:21
Case17,Amend Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-01-03 15:37:14,64,0,2011-01-03 15:29:10
Case54,Create Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-01-03 15:39:45,65,0,2011-01-03 15:32:03
Case3,Amend Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 1,2011-01-03 15:46:59,65,0,2011-01-03 15:37:12
Case38,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-03 15:50:21,65,0,2011-01-03 15:43:25
Case41,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 16:05:34,65,0,2011-01-03 16:03:57
Case10,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-01-03 16:12:58,65,0,2011-01-03 16:12:58
Case55,Create Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-01-03 16:48:46,66,0,2011-01-03 16:43:07
Case26,Amend Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 1,2011-01-03 17:40:12,66,0,2011-01-03 17:32:14
Case39,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-01-03 17:43:14,66,0,2011-01-03 17:36:22
Case56,Create Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 1,2011-01-03 17:52:36,67,0,2011-01-03 17:47:02
