Unnamed: 0,caseid,act,index,last,next,if_para,start_timestamp,end_timestamp,resource,activity,res,wait,process
37,3,2,37,"(32, 34, 35, 36)",38,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,7624,4431
38,3,End,38,37,None,0,,,End,End,End,0,0
41,4,Start,41,None,42,0,,,Start,Start,Start,0,0
42,4,20,42,41,43,0,,,Turning & Milling,Turning & Milling,ID4618,228207,117
43,4,20,43,42,44,0,,,Turning & Milling,Turning & Milling,ID4932,14138,1101
44,4,20,44,43,45,0,,,Turning & Milling,Turning & Milling,ID4429,2426,22581
45,4,20,45,44,46,0,,,Turning & Milling,Turning & Milling,ID3846,811,37449
46,4,20,46,45,47,0,,,Turning & Milling,Turning & Milling,ID4932,404,19088
47,4,20,47,46,48,0,,,Turning & Milling,Turning & Milling,ID4641,564,10233
48,4,20,48,47,49,0,,,Turning & Milling,Turning & Milling,ID0997,66694,18974
49,4,21,49,48,50,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,9387,12168
50,4,21,50,49,"(51, 52)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,4890,4459
51,4,6,51,50,53,1,,,Lapping,Lapping,ID4882,38064,10755
52,4,7,52,50,53,1,,,Laser Marking,Laser Marking,ID4882,15601,5702
53,4,2,53,"(51, 52)","(54, 56)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,1530,18315
54,4,2,54,53,55,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,17451,11265
55,4,2,55,54,57,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,13593,19080
56,4,2,56,53,57,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,10616,445
57,4,11,57,"(55, 56)",58,0,,,Packing,Packing,ID4820,54673,3702
58,4,End,58,57,None,0,,,End,End,End,0,0
61,5,Start,61,None,62,0,,,Start,Start,Start,0,0
62,5,19,62,61,"(63, 64)",0,,,Turning,Turning,ID4794,21818,33959
63,5,19,63,62,66,1,,,Turning,Turning,ID4132,2615,12979
64,5,19,64,62,65,1,,,Turning,Turning,ID4799,134,71
65,5,19,65,64,66,1,,,Turning,Turning,ID4641,549,23184
66,5,19,66,"(63, 65)",67,0,,,Turning,Turning,ID4219,32,5000
67,5,19,67,66,68,0,,,Turning,Turning,ID4794,112,11116
68,5,19,68,67,69,0,,,Turning,Turning,ID4932,9766,6531
69,5,19,69,68,70,0,,,Turning,Turning,ID4641,19954,1615
70,5,19,70,69,71,0,,,Turning,Turning,ID4219,92617,16969
71,5,19,71,70,72,0,,,Turning,Turning,ID4219,571,14603
72,5,19,72,71,"(73, 75)",0,,,Turning,Turning,ID0997,3810,7700
73,5,19,73,72,74,1,,,Turning,Turning,ID4799,6974,22264
74,5,19,74,73,77,1,,,Turning,Turning,ID4641,1182,1692
75,5,19,75,72,76,1,,,Turning,Turning,ID0997,138282,177
76,5,19,76,75,77,1,,,Turning,Turning,ID4641,1340,19428
77,5,19,77,"(74, 76)",78,0,,,Turning,Turning,ID0937,1585,6069
78,5,22,78,77,"(79, 80)",0,,,Turning Q.C.,Turning Q.C.,ID4618,37,7719
79,5,19,79,78,81,1,,,Turning,Turning,ID3846,983,7449
80,5,19,80,78,81,1,,,Turning,Turning,ID4799,14517,40357
81,5,19,81,"(79, 80)",82,0,,,Turning,Turning,ID4219,110,19511
82,5,22,82,81,83,0,,,Turning Q.C.,Turning Q.C.,ID4493,3637,3227
83,5,22,83,82,84,0,,,Turning Q.C.,Turning Q.C.,ID4618,25354,125
84,5,19,84,83,85,0,,,Turning,Turning,ID4219,1,10013
85,5,19,85,84,86,0,,,Turning,Turning,ID4219,3633,12077
86,5,11,86,85,87,0,,,Packing,Packing,ID4820,113636,4383
87,5,2,87,86,"(88, 89)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,197128,554
88,5,19,88,87,90,1,,,Turning,Turning,ID4641,10,22216
89,5,19,89,87,90,1,,,Turning,Turning,ID4219,11741,10098
90,5,19,90,"(88, 89)",91,0,,,Turning,Turning,ID4932,29049,1558
91,5,19,91,90,92,0,,,Turning,Turning,ID4799,360,39350
92,5,19,92,91,93,0,,,Turning,Turning,ID4219,316,979
93,5,19,93,92,94,0,,,Turning,Turning,ID3846,1438,32270
94,5,19,94,93,95,0,,,Turning,Turning,ID3846,313,11755
95,5,19,95,94,96,0,,,Turning,Turning,ID4219,897,3672
96,5,19,96,95,97,0,,,Turning,Turning,ID0997,172,102
97,5,End,97,96,None,0,,,End,End,End,0,0
100,6,Start,100,None,101,0,,,Start,Start,Start,0,0
101,6,21,101,100,102,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,165,3344
102,6,7,102,101,103,0,,,Laser Marking,Laser Marking,ID0937,3172,4118
103,6,6,103,102,104,0,,,Lapping,Lapping,ID0998,43,11892
104,6,4,104,103,105,0,,,Flat Grinding,Flat Grinding,ID4882,3365216,6295
105,6,6,105,104,106,0,,,Lapping,Lapping,ID4882,2514,2435
106,6,11,106,105,107,0,,,Packing,Packing,ID4820,19178,4156
107,6,2,107,106,108,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,82643,12173
108,6,End,108,107,None,0,,,End,End,End,0,0
111,7,Start,111,None,112,0,,,Start,Start,Start,0,0
112,7,21,112,111,113,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,98798,170
113,7,7,113,112,114,0,,,Laser Marking,Laser Marking,ID0998,1123,3508
114,7,6,114,113,"(115, 117)",0,,,Lapping,Lapping,ID0998,20678,8128
115,7,6,115,114,116,1,,,Lapping,Lapping,ID4718,824,5810
116,7,2,116,115,118,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,47227,1595
117,7,7,117,114,118,1,,,Laser Marking,Laser Marking,ID4618,6831,3838
118,7,2,118,"(116, 117)",119,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,8473,10449
119,7,2,119,118,120,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,26578,3703
120,7,11,120,119,"(121, 122)",0,,,Packing,Packing,ID4820,161065,4345
121,7,2,121,120,123,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,184965,4640
122,7,13,122,120,123,1,,,Round Grinding,Round Grinding,ID4160,22975,12002
123,7,13,123,"(121, 122)",124,0,,,Round Grinding,Round Grinding,ID4445,261115,1830
124,7,2,124,123,125,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,4732,3847
125,7,2,125,124,126,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,30176,8598
126,7,11,126,125,127,0,,,Packing,Packing,ID4820,122098,3999
127,7,End,127,126,None,0,,,End,End,End,0,0
130,8,Start,130,None,"(131, 132)",0,,,Start,Start,Start,0,0
131,8,20,131,130,133,1,,,Turning & Milling,Turning & Milling,ID4529,1847,22289
132,8,22,132,130,133,1,,,Turning Q.C.,Turning Q.C.,ID4287,8150,6706
133,8,20,133,"(131, 132)",134,0,,,Turning & Milling,Turning & Milling,ID4794,4258,10016
134,8,20,134,133,135,0,,,Turning & Milling,Turning & Milling,ID4219,1814,11284
135,8,21,135,134,136,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,90789,3962
136,8,20,136,135,"(137, 139)",0,,,Turning & Milling,Turning & Milling,ID4794,9035,29141
137,8,20,137,136,138,1,,,Turning & Milling,Turning & Milling,ID0997,133,954
138,8,6,138,137,140,1,,,Lapping,Lapping,ID0420,59,9805
139,8,20,139,136,140,1,,,Turning & Milling,Turning & Milling,ID4429,639,12791
140,8,6,140,"(138, 139)",141,0,,,Lapping,Lapping,ID0998,39258,73
141,8,7,141,140,142,0,,,Laser Marking,Laser Marking,ID4882,11029,9
142,8,21,142,141,143,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4529,578,4126
143,8,21,143,142,144,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,5805,6140
144,8,2,144,143,"(145, 146)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,45216,4738
145,8,2,145,144,147,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,753,10912
146,8,13,146,144,147,1,,,Round Grinding,Round Grinding,ID4385,65239,1375
147,8,11,147,"(145, 146)",148,0,,,Packing,Packing,ID4820,691861,3720
148,8,7,148,147,149,0,,,Laser Marking,Laser Marking,ID0998,110451,5071
149,8,6,149,148,150,0,,,Lapping,Lapping,ID0998,15203,6856
150,8,6,150,149,151,0,,,Lapping,Lapping,ID4882,46863,1071
151,8,2,151,150,152,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,102401,9534
152,8,2,152,151,153,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,539847,6236
153,8,11,153,152,154,0,,,Packing,Packing,ID4820,31708,3327
154,8,2,154,153,155,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,573,3923
155,8,End,155,154,None,0,,,End,End,End,0,0
158,9,Start,158,None,159,0,,,Start,Start,Start,0,0
159,9,20,159,158,160,0,,,Turning & Milling,Turning & Milling,ID3846,319,29792
160,9,20,160,159,161,0,,,Turning & Milling,Turning & Milling,ID4529,3252,32557
161,9,20,161,160,162,0,,,Turning & Milling,Turning & Milling,ID4529,338,6881
162,9,20,162,161,163,0,,,Turning & Milling,Turning & Milling,ID4429,67007,37973
163,9,21,163,162,164,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,12467,2915
164,9,7,164,163,165,0,,,Laser Marking,Laser Marking,ID0998,216777,315
165,9,4,165,164,166,0,,,Flat Grinding,Flat Grinding,ID4872,17257,2510
166,9,6,166,165,"(167, 168)",0,,,Lapping,Lapping,ID4882,14881,1783
167,9,13,167,166,169,1,,,Round Grinding,Round Grinding,ID4160,30169,17041
168,9,13,168,166,169,1,,,Round Grinding,Round Grinding,ID4528,5714,16907
169,9,5,169,"(167, 168)",170,0,,,Grinding Rework,Grinding Rework,ID4872,131324,12345
170,9,2,170,169,171,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,38121,14535
171,9,11,171,170,172,0,,,Packing,Packing,ID4820,289586,3048
172,9,2,172,171,173,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,36854,2164
173,9,End,173,172,None,0,,,End,End,End,0,0
176,10,Start,176,None,177,0,,,Start,Start,Start,0,0
177,10,8,177,176,178,0,,,Milling,Milling,ID4326,251845,8009
178,10,21,178,177,179,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,2498,920
179,10,6,179,178,"(180, 182)",0,,,Lapping,Lapping,ID4882,1300,2060
180,10,13,180,179,181,1,,,Round Grinding,Round Grinding,ID4163,89760,11009
181,10,6,181,180,184,1,,,Lapping,Lapping,ID0998,6628,19158
182,10,13,182,179,183,1,,,Round Grinding,Round Grinding,ID4528,11240,5806
183,10,6,183,182,184,1,,,Lapping,Lapping,ID4882,41698,8565
184,10,11,184,"(181, 183)","(185, 186)",0,,,Packing,Packing,ID4820,109258,3587
185,10,2,185,184,187,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,1698,3714
186,10,7,186,184,187,1,,,Laser Marking,Laser Marking,ID0998,20962,5171
187,10,End,187,"(185, 186)",None,0,,,End,End,End,0,0
190,11,Start,190,None,191,0,,,Start,Start,Start,0,0
191,11,21,191,190,"(192, 193)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,20819,493
192,11,6,192,191,194,1,,,Lapping,Lapping,ID4882,1056,129
193,11,7,193,191,194,1,,,Laser Marking,Laser Marking,ID0998,85863,16108
194,11,2,194,"(192, 193)",195,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,19956,4232
195,11,2,195,194,196,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,85436,4813
196,11,11,196,195,197,0,,,Packing,Packing,ID4820,90558,3875
197,11,End,197,196,None,0,,,End,End,End,0,0
200,12,Start,200,None,201,0,,,Start,Start,Start,0,0
201,12,20,201,200,202,0,,,Turning & Milling,Turning & Milling,ID4429,25572,34936
202,12,20,202,201,"(203, 204)",0,,,Turning & Milling,Turning & Milling,ID4132,13469,22316
203,12,20,203,202,205,1,,,Turning & Milling,Turning & Milling,ID0997,1,14544
204,12,20,204,202,205,1,,,Turning & Milling,Turning & Milling,ID3846,104,4721
205,12,20,205,"(203, 204)",206,0,,,Turning & Milling,Turning & Milling,ID4429,70,23400
206,12,20,206,205,207,0,,,Turning & Milling,Turning & Milling,ID4529,4077,39984
207,12,21,207,206,208,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,716,625
208,12,21,208,207,209,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,10076,1285
209,12,7,209,208,210,0,,,Laser Marking,Laser Marking,ID0998,94893,1754
210,12,6,210,209,211,0,,,Lapping,Lapping,ID4882,117470,4404
211,12,6,211,210,212,0,,,Lapping,Lapping,ID0998,4508,6026
212,12,2,212,211,213,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,180004,3309
213,12,11,213,212,214,0,,,Packing,Packing,ID4820,1644,2619
214,12,2,214,213,215,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,1200360,95
215,12,End,215,214,None,0,,,End,End,End,0,0
218,13,Start,218,None,219,0,,,Start,Start,Start,0,0
219,13,6,219,218,220,0,,,Lapping,Lapping,ID0998,168915,12739
220,13,13,220,219,221,0,,,Round Grinding,Round Grinding,ID4445,2031,2539
221,13,13,221,220,"(222, 223)",0,,,Round Grinding,Round Grinding,ID4528,38,3148
222,13,13,222,221,224,1,,,Round Grinding,Round Grinding,ID4528,13577,3773
223,13,13,223,221,224,1,,,Round Grinding,Round Grinding,ID4528,7191,7981
224,13,13,224,"(222, 223)",225,0,,,Round Grinding,Round Grinding,ID4385,302964,4857
225,13,13,225,224,"(226, 227, 229)",0,,,Round Grinding,Round Grinding,ID0420,50,4205
226,13,6,226,225,230,1,,,Lapping,Lapping,ID0998,864,8757
227,13,6,227,225,228,1,,,Lapping,Lapping,ID0998,8254,19797
228,13,2,228,227,230,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,41983,11379
229,13,13,229,225,230,1,,,Round Grinding,Round Grinding,ID4445,29261,6780
230,13,13,230,"(226, 228, 229)","(231, 232)",0,,,Round Grinding,Round Grinding,ID4528,6875,5254
231,13,2,231,230,233,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,28783,3391
232,13,7,232,230,233,1,,,Laser Marking,Laser Marking,ID4932,7338,2506
233,13,11,233,"(231, 232)","(234, 235)",0,,,Packing,Packing,ID4291,44109,3874
234,13,6,234,233,237,1,,,Lapping,Lapping,ID0998,18,3330
235,13,13,235,233,236,1,,,Round Grinding,Round Grinding,ID4872,54,21759
236,13,13,236,235,237,1,,,Round Grinding,Round Grinding,ID4385,58,9326
237,13,End,237,"(234, 236)",None,0,,,End,End,End,0,0
240,14,Start,240,None,"(241, 242)",0,,,Start,Start,Start,0,0
241,14,20,241,240,244,1,,,Turning & Milling,Turning & Milling,ID4641,671,4837
242,14,20,242,240,243,1,,,Turning & Milling,Turning & Milling,ID4287,26232,29551
243,14,20,243,242,244,1,,,Turning & Milling,Turning & Milling,ID4932,1131,34461
244,14,20,244,"(241, 243)",245,0,,,Turning & Milling,Turning & Milling,ID4529,811,22967
245,14,20,245,244,"(246, 248)",0,,,Turning & Milling,Turning & Milling,ID3846,919,8511
246,14,20,246,245,247,1,,,Turning & Milling,Turning & Milling,ID0997,61944,22759
247,14,20,247,246,249,1,,,Turning & Milling,Turning & Milling,ID4718,6975,11210
248,14,21,248,245,249,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,8,2609
249,14,20,249,"(247, 248)",250,0,,,Turning & Milling,Turning & Milling,ID4794,75,10456
250,14,20,250,249,251,0,,,Turning & Milling,Turning & Milling,ID4641,27,2009
251,14,20,251,250,252,0,,,Turning & Milling,Turning & Milling,ID0997,38,17037
252,14,21,252,251,253,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,5280,2525
253,14,7,253,252,254,0,,,Laser Marking,Laser Marking,ID0998,1131,4916
254,14,6,254,253,"(255, 256)",0,,,Lapping,Lapping,ID4872,365950,9718
255,14,2,255,254,257,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,6139,6306
256,14,11,256,254,257,1,,,Packing,Packing,ID4491,52001,3603
257,14,2,257,"(255, 256)",258,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,52899,1461
258,14,2,258,257,259,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,11720,2821
259,14,11,259,258,260,0,,,Packing,Packing,ID4820,229792,3904
260,14,2,260,259,261,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,4007,11595
261,14,11,261,260,"(262, 263)",0,,,Packing,Packing,ID4820,361154,4603
262,14,2,262,261,264,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,25310,1786
263,14,7,263,261,264,1,,,Laser Marking,Laser Marking,ID0998,3305,443
264,14,End,264,"(262, 263)",None,0,,,End,End,End,0,0
267,15,Start,267,None,268,0,,,Start,Start,Start,0,0
268,15,20,268,267,269,0,,,Turning & Milling,Turning & Milling,ID4167,5765,21146
269,15,21,269,268,270,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,6540,700
270,15,20,270,269,271,0,,,Turning & Milling,Turning & Milling,ID4167,2426,3515
271,15,21,271,270,272,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,2864,3011
272,15,7,272,271,273,0,,,Laser Marking,Laser Marking,ID4882,91,4762
273,15,6,273,272,274,0,,,Lapping,Lapping,ID4882,5364,4606
274,15,6,274,273,275,0,,,Lapping,Lapping,ID4882,3080,1341
275,15,13,275,274,"(276, 277)",0,,,Round Grinding,Round Grinding,ID4163,12734,2811
276,15,13,276,275,278,1,,,Round Grinding,Round Grinding,ID4355,10013,7824
277,15,13,277,275,278,1,,,Round Grinding,Round Grinding,ID4385,373757,3939
278,15,14,278,"(276, 277)","(279, 280)",0,,,Round  Q.C.,Round  Q.C.,ID4445,112914,6628
279,15,11,279,278,281,1,,,Packing,Packing,ID4820,94377,4085
280,15,11,280,278,281,1,,,Packing,Packing,ID4820,100456,4093
281,15,14,281,"(279, 280)",282,0,,,Round  Q.C.,Round  Q.C.,ID4618,54059,3070
282,15,2,282,281,283,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,81479,2830
283,15,End,283,282,None,0,,,End,End,End,0,0
286,16,Start,286,None,287,0,,,Start,Start,Start,0,0
287,16,11,287,286,288,0,,,Packing,Packing,ID4820,14599,3837
288,16,2,288,287,289,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,9447,20343
289,16,21,289,288,290,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,13,4271
290,16,2,290,289,291,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,23720,2326
291,16,21,291,290,292,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,27394,4757
292,16,End,292,291,None,0,,,End,End,End,0,0
295,17,Start,295,None,296,0,,,Start,Start,Start,0,0
296,17,20,296,295,297,0,,,Turning & Milling,Turning & Milling,ID4794,127035,12543
297,17,20,297,296,298,0,,,Turning & Milling,Turning & Milling,ID4132,5786,20548
298,17,20,298,297,"(299, 300)",0,,,Turning & Milling,Turning & Milling,ID4429,24,7845
299,17,20,299,298,301,1,,,Turning & Milling,Turning & Milling,ID3846,980,32434
300,17,20,300,298,301,1,,,Turning & Milling,Turning & Milling,ID0937,3387,27159
301,17,20,301,"(299, 300)","(302, 303)",0,,,Turning & Milling,Turning & Milling,ID4167,3644,6848
302,17,20,302,301,304,1,,,Turning & Milling,Turning & Milling,ID4429,1086,8834
303,17,20,303,301,304,1,,,Turning & Milling,Turning & Milling,ID4429,39272,4812
304,17,21,304,"(302, 303)","(305, 306)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,76338,80
305,17,20,305,304,307,1,,,Turning & Milling,Turning & Milling,ID4429,82127,10702
306,17,20,306,304,307,1,,,Turning & Milling,Turning & Milling,ID0997,77,17201
307,17,20,307,"(305, 306)","(308, 309)",0,,,Turning & Milling,Turning & Milling,ID4167,86632,46937
308,17,20,308,307,310,1,,,Turning & Milling,Turning & Milling,ID4219,24,8522
309,17,21,309,307,310,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,507638,91
310,17,20,310,"(308, 309)","(311, 312, 313)",0,,,Turning & Milling,Turning & Milling,ID4219,282,1306
311,17,20,311,310,315,1,,,Turning & Milling,Turning & Milling,ID4718,71217,37526
312,17,20,312,310,315,1,,,Turning & Milling,Turning & Milling,ID4287,771,7900
313,17,21,313,310,314,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,1666188,87
314,17,20,314,313,315,1,,,Turning & Milling,Turning & Milling,ID4429,181,483
315,17,21,315,"(311, 312, 314)",316,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,22007,8976
316,17,7,316,315,317,0,,,Laser Marking,Laser Marking,ID0998,64128,6757
317,17,7,317,316,318,0,,,Laser Marking,Laser Marking,ID0998,315,3073
318,17,7,318,317,319,0,,,Laser Marking,Laser Marking,ID4882,16296,3163
319,17,6,319,318,"(320, 321)",0,,,Lapping,Lapping,ID0998,14084,802
320,17,6,320,319,322,1,,,Lapping,Lapping,ID4882,7334,3481
321,17,6,321,319,322,1,,,Lapping,Lapping,ID4882,2506,1704
322,17,6,322,"(320, 321)",323,0,,,Lapping,Lapping,ID4528,39928,2274
323,17,7,323,322,324,0,,,Laser Marking,Laser Marking,ID0998,117,4733
324,17,6,324,323,325,0,,,Lapping,Lapping,ID4882,588816,2945
325,17,13,325,324,"(326, 327)",0,,,Round Grinding,Round Grinding,ID4528,139985,10224
326,17,13,326,325,328,1,,,Round Grinding,Round Grinding,ID4528,1037,2493
327,17,13,327,325,328,1,,,Round Grinding,Round Grinding,ID4163,210,23894
328,17,13,328,"(326, 327)",329,0,,,Round Grinding,Round Grinding,ID4163,32017,3456
329,17,13,329,328,"(330, 331, 333)",0,,,Round Grinding,Round Grinding,ID4160,18475,14105
330,17,13,330,329,335,1,,,Round Grinding,Round Grinding,ID4528,2825,7322
331,17,13,331,329,332,1,,,Round Grinding,Round Grinding,ID4385,23,4566
332,17,2,332,331,335,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,331700,8367
333,17,13,333,329,334,1,,,Round Grinding,Round Grinding,ID4528,1237,805
334,17,11,334,333,335,1,,,Packing,Packing,ID4820,41401,3559
335,17,13,335,"(330, 332, 334)",336,0,,,Round Grinding,Round Grinding,ID4618,7053,17766
336,17,13,336,335,"(337, 339)",0,,,Round Grinding,Round Grinding,ID4355,169912,4141
337,17,6,337,336,338,1,,,Lapping,Lapping,ID4882,1058,2294
338,17,13,338,337,340,1,,,Round Grinding,Round Grinding,ID4872,83320,1137
339,17,13,339,336,340,1,,,Round Grinding,Round Grinding,ID4528,2425,9585
340,17,13,340,"(338, 339)",341,0,,,Round Grinding,Round Grinding,ID4385,7451,25
341,17,13,341,340,"(342, 343)",0,,,Round Grinding,Round Grinding,ID4385,63678,4641
342,17,13,342,341,344,1,,,Round Grinding,Round Grinding,ID4872,24760,320
343,17,13,343,341,344,1,,,Round Grinding,Round Grinding,ID4872,82,13475
344,17,13,344,"(342, 343)",345,0,,,Round Grinding,Round Grinding,ID0420,138972,251
345,17,13,345,344,"(346, 347)",0,,,Round Grinding,Round Grinding,ID4385,2391,8883
346,17,13,346,345,348,1,,,Round Grinding,Round Grinding,ID4528,9,21792
347,17,13,347,345,348,1,,,Round Grinding,Round Grinding,ID4445,17158,14417
348,17,13,348,"(346, 347)",349,0,,,Round Grinding,Round Grinding,ID4528,20392,7174
349,17,13,349,348,"(350, 351, 352, 353)",0,,,Round Grinding,Round Grinding,ID4355,80142,1381
350,17,2,350,349,354,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,31694,5101
351,17,6,351,349,354,1,,,Lapping,Lapping,ID4882,321494,938
352,17,7,352,349,354,1,,,Laser Marking,Laser Marking,ID4163,52170,1625
353,17,13,353,349,354,1,,,Round Grinding,Round Grinding,ID4445,4993,20288
354,17,11,354,"(350, 351, 352, 353)",355,0,,,Packing,Packing,ID4820,33650,3528
355,17,13,355,354,356,0,,,Round Grinding,Round Grinding,ID4445,191,107
356,17,2,356,355,357,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,878,4598
357,17,11,357,356,358,0,,,Packing,Packing,ID4820,28405,3297
358,17,2,358,357,"(359, 362)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,52682,13326
359,17,2,359,358,360,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,141764,1070
360,17,2,360,359,361,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,62,1734
361,17,13,361,360,364,1,,,Round Grinding,Round Grinding,ID4445,30,7364
