Unnamed: 0,caseid,act,index,last,next,if_para,start_timestamp,end_timestamp,resource,activity,res,wait,process
258,14,2,258,257,259,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,3657,4753
259,14,11,259,258,260,0,,,Packing,Packing,ID4820,458,4119
260,14,2,260,259,261,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,109569,131
261,14,11,261,260,"(262, 263)",0,,,Packing,Packing,ID4820,210107,4601
262,14,2,262,261,264,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,75864,400
263,14,7,263,261,264,1,,,Laser Marking,Laser Marking,ID0998,61294,7509
264,14,End,264,"(262, 263)",None,0,,,End,End,End,0,0
267,15,Start,267,None,268,0,,,Start,Start,Start,0,0
268,15,20,268,267,269,0,,,Turning & Milling,Turning & Milling,ID4429,584,11987
269,15,21,269,268,270,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,27517,2265
270,15,20,270,269,271,0,,,Turning & Milling,Turning & Milling,ID3846,85,14041
271,15,21,271,270,272,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,5086,1180
272,15,7,272,271,273,0,,,Laser Marking,Laser Marking,ID0998,89488,4735
273,15,6,273,272,274,0,,,Lapping,Lapping,ID4882,45208,202
274,15,6,274,273,275,0,,,Lapping,Lapping,ID4882,87930,5442
275,15,13,275,274,"(276, 277)",0,,,Round Grinding,Round Grinding,ID4445,28729,39395
276,15,13,276,275,278,1,,,Round Grinding,Round Grinding,ID4445,46953,3311
277,15,13,277,275,278,1,,,Round Grinding,Round Grinding,ID4528,3854,9634
278,15,14,278,"(276, 277)","(279, 280)",0,,,Round  Q.C.,Round  Q.C.,ID4493,98355,3424
279,15,11,279,278,281,1,,,Packing,Packing,ID4820,38084,3338
280,15,11,280,278,281,1,,,Packing,Packing,ID4491,26635,3499
281,15,14,281,"(279, 280)",282,0,,,Round  Q.C.,Round  Q.C.,ID4445,3573720,2011
282,15,2,282,281,283,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,3827,3743
283,15,End,283,282,None,0,,,End,End,End,0,0
286,16,Start,286,None,287,0,,,Start,Start,Start,0,0
287,16,11,287,286,288,0,,,Packing,Packing,ID4291,145364,3825
288,16,2,288,287,289,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,20705,3669
289,16,21,289,288,290,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,10257,8442
290,16,2,290,289,291,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,30246,178
291,16,21,291,290,292,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,41,7963
292,16,End,292,291,None,0,,,End,End,End,0,0
295,17,Start,295,None,296,0,,,Start,Start,Start,0,0
296,17,20,296,295,297,0,,,Turning & Milling,Turning & Milling,ID4794,3976,45766
297,17,20,297,296,298,0,,,Turning & Milling,Turning & Milling,ID4132,34,8614
298,17,20,298,297,"(299, 300)",0,,,Turning & Milling,Turning & Milling,ID4529,23139,6213
299,17,20,299,298,301,1,,,Turning & Milling,Turning & Milling,ID3846,123,4513
300,17,20,300,298,301,1,,,Turning & Milling,Turning & Milling,ID4932,1253,29274
301,17,20,301,"(299, 300)","(302, 303)",0,,,Turning & Milling,Turning & Milling,ID4932,13868,2004
302,17,20,302,301,304,1,,,Turning & Milling,Turning & Milling,ID0997,1218,15334
303,17,20,303,301,304,1,,,Turning & Milling,Turning & Milling,ID4794,430,22760
304,17,21,304,"(302, 303)","(305, 306)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,59220,618
305,17,20,305,304,307,1,,,Turning & Milling,Turning & Milling,ID4429,144,39410
306,17,20,306,304,307,1,,,Turning & Milling,Turning & Milling,ID4932,51891,29651
307,17,20,307,"(305, 306)","(308, 309)",0,,,Turning & Milling,Turning & Milling,ID4529,5704,30993
308,17,20,308,307,310,1,,,Turning & Milling,Turning & Milling,ID4219,0,5053
309,17,21,309,307,310,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,17153,4750
310,17,20,310,"(308, 309)","(311, 312, 313)",0,,,Turning & Milling,Turning & Milling,ID3846,5142,31752
311,17,20,311,310,315,1,,,Turning & Milling,Turning & Milling,ID0997,34,22603
312,17,20,312,310,315,1,,,Turning & Milling,Turning & Milling,ID4529,5678,39188
313,17,21,313,310,314,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,3426,9779
314,17,20,314,313,315,1,,,Turning & Milling,Turning & Milling,ID4529,105,9892
315,17,21,315,"(311, 312, 314)",316,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,898,33
316,17,7,316,315,317,0,,,Laser Marking,Laser Marking,ID0998,14282,4553
317,17,7,317,316,318,0,,,Laser Marking,Laser Marking,ID0998,182910,5976
318,17,7,318,317,319,0,,,Laser Marking,Laser Marking,ID0998,4621,3742
319,17,6,319,318,"(320, 321)",0,,,Lapping,Lapping,ID4882,69275,2762
320,17,6,320,319,322,1,,,Lapping,Lapping,ID4794,191103,8
321,17,6,321,319,322,1,,,Lapping,Lapping,ID4882,33854,4368
322,17,6,322,"(320, 321)",323,0,,,Lapping,Lapping,ID4882,56683,13155
323,17,7,323,322,324,0,,,Laser Marking,Laser Marking,ID0998,17048,6757
324,17,6,324,323,325,0,,,Lapping,Lapping,ID0998,2,11959
325,17,13,325,324,"(326, 327)",0,,,Round Grinding,Round Grinding,ID0420,2398,12860
326,17,13,326,325,328,1,,,Round Grinding,Round Grinding,ID4385,32561,6469
327,17,13,327,325,328,1,,,Round Grinding,Round Grinding,ID4163,6349,23076
328,17,13,328,"(326, 327)",329,0,,,Round Grinding,Round Grinding,ID4163,248296,5693
329,17,13,329,328,"(330, 331, 333)",0,,,Round Grinding,Round Grinding,ID4872,1147,21715
330,17,13,330,329,335,1,,,Round Grinding,Round Grinding,ID4528,24,5166
331,17,13,331,329,332,1,,,Round Grinding,Round Grinding,ID4445,59322,17412
332,17,2,332,331,335,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,39664,117
333,17,13,333,329,334,1,,,Round Grinding,Round Grinding,ID4618,1280,17728
334,17,11,334,333,335,1,,,Packing,Packing,ID4820,11315,3280
335,17,13,335,"(330, 332, 334)",336,0,,,Round Grinding,Round Grinding,ID4355,70236,3430
336,17,13,336,335,"(337, 339)",0,,,Round Grinding,Round Grinding,ID4385,3073,10491
337,17,6,337,336,338,1,,,Lapping,Lapping,ID4882,231,1386
338,17,13,338,337,340,1,,,Round Grinding,Round Grinding,ID4528,36925,6987
339,17,13,339,336,340,1,,,Round Grinding,Round Grinding,ID4872,2372,281
340,17,13,340,"(338, 339)",341,0,,,Round Grinding,Round Grinding,ID4163,427,2578
341,17,13,341,340,"(342, 343)",0,,,Round Grinding,Round Grinding,ID4385,720706,62
342,17,13,342,341,344,1,,,Round Grinding,Round Grinding,ID4287,25499,15318
343,17,13,343,341,344,1,,,Round Grinding,Round Grinding,ID4163,5870,10177
344,17,13,344,"(342, 343)",345,0,,,Round Grinding,Round Grinding,ID4355,187724,5372
345,17,13,345,344,"(346, 347)",0,,,Round Grinding,Round Grinding,ID4528,11499,24407
346,17,13,346,345,348,1,,,Round Grinding,Round Grinding,ID4355,33007,5594
347,17,13,347,345,348,1,,,Round Grinding,Round Grinding,ID4287,1148,5759
348,17,13,348,"(346, 347)",349,0,,,Round Grinding,Round Grinding,ID4385,1750,6280
349,17,13,349,348,"(350, 351, 352, 353)",0,,,Round Grinding,Round Grinding,ID4445,35253,7807
350,17,2,350,349,354,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,29335,15975
351,17,6,351,349,354,1,,,Lapping,Lapping,ID0998,25792,120
352,17,7,352,349,354,1,,,Laser Marking,Laser Marking,ID4528,16128,48
353,17,13,353,349,354,1,,,Round Grinding,Round Grinding,ID4872,591,4538
354,17,11,354,"(350, 351, 352, 353)",355,0,,,Packing,Packing,ID4820,20911,3626
355,17,13,355,354,356,0,,,Round Grinding,Round Grinding,ID4445,22826,20534
356,17,2,356,355,357,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,1869,1735
357,17,11,357,356,358,0,,,Packing,Packing,ID4820,33132,4901
358,17,2,358,357,"(359, 362)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,212294,7453
359,17,2,359,358,360,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,24011,12343
360,17,2,360,359,361,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,33703,2883
361,17,13,361,360,364,1,,,Round Grinding,Round Grinding,ID4385,56,1785
