Unnamed: 0,caseid,act,index,last,next,if_para,start_timestamp,end_timestamp,resource,activity,res,wait,process
117,7,7,117,114,118,1,,,Laser Marking,Laser Marking,ID0998,72980,2651
118,7,2,118,"(116, 117)",119,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,217061,85
119,7,2,119,118,120,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,13,7727
120,7,11,120,119,"(121, 122)",0,,,Packing,Packing,ID4820,104207,4373
121,7,2,121,120,123,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,517215,10129
122,7,13,122,120,123,1,,,Round Grinding,Round Grinding,ID4618,30,8847
123,7,13,123,"(121, 122)",124,0,,,Round Grinding,Round Grinding,ID4385,1865,24293
124,7,2,124,123,125,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,15691,11138
125,7,2,125,124,126,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,12737,24128
126,7,11,126,125,127,0,,,Packing,Packing,ID4291,34337,3444
127,7,End,127,126,None,0,,,End,End,End,0,0
130,8,Start,130,None,"(131, 132)",0,,,Start,Start,Start,0,0
131,8,20,131,130,133,1,,,Turning & Milling,Turning & Milling,ID4641,14209,18037
132,8,22,132,130,133,1,,,Turning Q.C.,Turning Q.C.,ID4618,760561,3506
133,8,20,133,"(131, 132)",134,0,,,Turning & Milling,Turning & Milling,ID4132,4583,3892
134,8,20,134,133,135,0,,,Turning & Milling,Turning & Milling,ID3846,2704,9712
135,8,21,135,134,136,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,13109,9083
136,8,20,136,135,"(137, 139)",0,,,Turning & Milling,Turning & Milling,ID4529,9733,26524
137,8,20,137,136,138,1,,,Turning & Milling,Turning & Milling,ID4794,52149,4625
138,8,6,138,137,140,1,,,Lapping,Lapping,ID4528,45,7139
139,8,20,139,136,140,1,,,Turning & Milling,Turning & Milling,ID4932,7,6195
140,8,6,140,"(138, 139)",141,0,,,Lapping,Lapping,ID0997,65129,675
141,8,7,141,140,142,0,,,Laser Marking,Laser Marking,ID4882,49557,9110
142,8,21,142,141,143,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,490,44
143,8,21,143,142,144,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,47975,4028
144,8,2,144,143,"(145, 146)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,369,5463
145,8,2,145,144,147,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,28185,58
146,8,13,146,144,147,1,,,Round Grinding,Round Grinding,ID0420,9790,31282
147,8,11,147,"(145, 146)",148,0,,,Packing,Packing,ID4820,22598,2964
148,8,7,148,147,149,0,,,Laser Marking,Laser Marking,ID4355,7964,1645
149,8,6,149,148,150,0,,,Lapping,Lapping,ID4882,581192,3496
150,8,6,150,149,151,0,,,Lapping,Lapping,ID4882,119808,6173
151,8,2,151,150,152,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,17470,21579
152,8,2,152,151,153,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,10402,1536
153,8,11,153,152,154,0,,,Packing,Packing,ID4820,471871,4290
154,8,2,154,153,155,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,4693,3005
155,8,End,155,154,None,0,,,End,End,End,0,0
158,9,Start,158,None,159,0,,,Start,Start,Start,0,0
159,9,20,159,158,160,0,,,Turning & Milling,Turning & Milling,ID4529,23604,35219
160,9,20,160,159,161,0,,,Turning & Milling,Turning & Milling,ID4794,593,28127
161,9,20,161,160,162,0,,,Turning & Milling,Turning & Milling,ID4932,2720,28301
162,9,20,162,161,163,0,,,Turning & Milling,Turning & Milling,ID4794,2330,46998
163,9,21,163,162,164,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,34775,2687
164,9,7,164,163,165,0,,,Laser Marking,Laser Marking,ID0998,49351,2716
165,9,4,165,164,166,0,,,Flat Grinding,Flat Grinding,ID4882,6586,2387
166,9,6,166,165,"(167, 168)",0,,,Lapping,Lapping,ID0998,151914,16863
167,9,13,167,166,169,1,,,Round Grinding,Round Grinding,ID4528,4880,179
168,9,13,168,166,169,1,,,Round Grinding,Round Grinding,ID4445,16531,32343
169,9,5,169,"(167, 168)",170,0,,,Grinding Rework,Grinding Rework,ID4882,1313999,9601
170,9,2,170,169,171,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,20728,64
171,9,11,171,170,172,0,,,Packing,Packing,ID4491,6397,3101
172,9,2,172,171,173,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,19209,4009
173,9,End,173,172,None,0,,,End,End,End,0,0
176,10,Start,176,None,177,0,,,Start,Start,Start,0,0
177,10,8,177,176,178,0,,,Milling,Milling,ID4326,6462,2453
178,10,21,178,177,179,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,37214,9607
179,10,6,179,178,"(180, 182)",0,,,Lapping,Lapping,ID4882,18678,3302
180,10,13,180,179,181,1,,,Round Grinding,Round Grinding,ID4445,406,17507
181,10,6,181,180,184,1,,,Lapping,Lapping,ID4882,24771,5499
182,10,13,182,179,183,1,,,Round Grinding,Round Grinding,ID4528,2906,7756
183,10,6,183,182,184,1,,,Lapping,Lapping,ID0998,70420,895
184,10,11,184,"(181, 183)","(185, 186)",0,,,Packing,Packing,ID4820,13843,3428
185,10,2,185,184,187,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,77,5238
186,10,7,186,184,187,1,,,Laser Marking,Laser Marking,ID0998,139703,522
187,10,End,187,"(185, 186)",None,0,,,End,End,End,0,0
190,11,Start,190,None,191,0,,,Start,Start,Start,0,0
191,11,21,191,190,"(192, 193)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,47558,6412
192,11,6,192,191,194,1,,,Lapping,Lapping,ID0998,97274,13268
193,11,7,193,191,194,1,,,Laser Marking,Laser Marking,ID4882,36000,2859
194,11,2,194,"(192, 193)",195,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,1281,9437
195,11,2,195,194,196,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,4273,4746
196,11,11,196,195,197,0,,,Packing,Packing,ID4820,48896,3276
197,11,End,197,196,None,0,,,End,End,End,0,0
200,12,Start,200,None,201,0,,,Start,Start,Start,0,0
201,12,20,201,200,202,0,,,Turning & Milling,Turning & Milling,ID4219,889,6670
202,12,20,202,201,"(203, 204)",0,,,Turning & Milling,Turning & Milling,ID4167,15907,14717
203,12,20,203,202,205,1,,,Turning & Milling,Turning & Milling,ID4794,53,34251
204,12,20,204,202,205,1,,,Turning & Milling,Turning & Milling,ID0997,87755,4425
205,12,20,205,"(203, 204)",206,0,,,Turning & Milling,Turning & Milling,ID4932,2289,6712
206,12,20,206,205,207,0,,,Turning & Milling,Turning & Milling,ID4529,31946,622
207,12,21,207,206,208,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,251,240
208,12,21,208,207,209,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,106,253
209,12,7,209,208,210,0,,,Laser Marking,Laser Marking,ID0998,1498,1977
210,12,6,210,209,211,0,,,Lapping,Lapping,ID4882,209560,3120
211,12,6,211,210,212,0,,,Lapping,Lapping,ID4872,31174,9153
212,12,2,212,211,213,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,21915,3421
213,12,11,213,212,214,0,,,Packing,Packing,ID4820,67405,3427
214,12,2,214,213,215,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,585,8438
215,12,End,215,214,None,0,,,End,End,End,0,0
218,13,Start,218,None,219,0,,,Start,Start,Start,0,0
219,13,6,219,218,220,0,,,Lapping,Lapping,ID0998,309398,1042
220,13,13,220,219,221,0,,,Round Grinding,Round Grinding,ID4355,50766,10845
221,13,13,221,220,"(222, 223)",0,,,Round Grinding,Round Grinding,ID4528,17492,15031
222,13,13,222,221,224,1,,,Round Grinding,Round Grinding,ID4385,22455,13034
223,13,13,223,221,224,1,,,Round Grinding,Round Grinding,ID4355,165,82
224,13,13,224,"(222, 223)",225,0,,,Round Grinding,Round Grinding,ID4528,15730,6410
225,13,13,225,224,"(226, 227, 229)",0,,,Round Grinding,Round Grinding,ID0420,38,39641
226,13,6,226,225,230,1,,,Lapping,Lapping,ID0998,133955,4377
227,13,6,227,225,228,1,,,Lapping,Lapping,ID0998,168688,3408
228,13,2,228,227,230,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,47716,19473
229,13,13,229,225,230,1,,,Round Grinding,Round Grinding,ID4385,54,22695
230,13,13,230,"(226, 228, 229)","(231, 232)",0,,,Round Grinding,Round Grinding,ID4160,16320,11956
231,13,2,231,230,233,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,53433,4747
232,13,7,232,230,233,1,,,Laser Marking,Laser Marking,ID0997,5423,4359
233,13,11,233,"(231, 232)","(234, 235)",0,,,Packing,Packing,ID4820,18603,3401
234,13,6,234,233,237,1,,,Lapping,Lapping,ID4882,39616,6581
235,13,13,235,233,236,1,,,Round Grinding,Round Grinding,ID4385,1300,269
236,13,13,236,235,237,1,,,Round Grinding,Round Grinding,ID4528,177,11875
237,13,End,237,"(234, 236)",None,0,,,End,End,End,0,0
240,14,Start,240,None,"(241, 242)",0,,,Start,Start,Start,0,0
241,14,20,241,240,244,1,,,Turning & Milling,Turning & Milling,ID3846,39,4250
242,14,20,242,240,243,1,,,Turning & Milling,Turning & Milling,ID4167,19,18179
243,14,20,243,242,244,1,,,Turning & Milling,Turning & Milling,ID4167,4303,30262
244,14,20,244,"(241, 243)",245,0,,,Turning & Milling,Turning & Milling,ID4794,338,8072
245,14,20,245,244,"(246, 248)",0,,,Turning & Milling,Turning & Milling,ID0997,0,3723
246,14,20,246,245,247,1,,,Turning & Milling,Turning & Milling,ID4429,61,44232
247,14,20,247,246,249,1,,,Turning & Milling,Turning & Milling,ID4794,15872,7999
248,14,21,248,245,249,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,20828,18662
249,14,20,249,"(247, 248)",250,0,,,Turning & Milling,Turning & Milling,ID4167,7083,12990
250,14,20,250,249,251,0,,,Turning & Milling,Turning & Milling,ID4167,8,14259
251,14,20,251,250,252,0,,,Turning & Milling,Turning & Milling,ID4932,2383,4225
252,14,21,252,251,253,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,26360,16438
253,14,7,253,252,254,0,,,Laser Marking,Laser Marking,ID0998,49284,7846
254,14,6,254,253,"(255, 256)",0,,,Lapping,Lapping,ID4872,141876,5300
255,14,2,255,254,257,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,1816456,4025
256,14,11,256,254,257,1,,,Packing,Packing,ID4820,21192,3638
257,14,2,257,"(255, 256)",258,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,1053077,94
258,14,2,258,257,259,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,47395,6985
259,14,11,259,258,260,0,,,Packing,Packing,ID4820,68574,4503
260,14,2,260,259,261,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,354037,2947
261,14,11,261,260,"(262, 263)",0,,,Packing,Packing,ID4491,17318,3696
262,14,2,262,261,264,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,1045263,6312
263,14,7,263,261,264,1,,,Laser Marking,Laser Marking,ID4882,20819,1981
264,14,End,264,"(262, 263)",None,0,,,End,End,End,0,0
267,15,Start,267,None,268,0,,,Start,Start,Start,0,0
268,15,20,268,267,269,0,,,Turning & Milling,Turning & Milling,ID4529,0,13495
269,15,21,269,268,270,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,6363,4962
270,15,20,270,269,271,0,,,Turning & Milling,Turning & Milling,ID4529,9689,28654
271,15,21,271,270,272,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,7762,3569
272,15,7,272,271,273,0,,,Laser Marking,Laser Marking,ID0998,2,13
273,15,6,273,272,274,0,,,Lapping,Lapping,ID0998,5431,9867
274,15,6,274,273,275,0,,,Lapping,Lapping,ID4445,189064,3694
275,15,13,275,274,"(276, 277)",0,,,Round Grinding,Round Grinding,ID4355,167840,7346
276,15,13,276,275,278,1,,,Round Grinding,Round Grinding,ID4355,561032,54
277,15,13,277,275,278,1,,,Round Grinding,Round Grinding,ID4528,12822,5159
278,15,14,278,"(276, 277)","(279, 280)",0,,,Round  Q.C.,Round  Q.C.,ID3641,31791,3910
279,15,11,279,278,281,1,,,Packing,Packing,ID4820,16825,3297
280,15,11,280,278,281,1,,,Packing,Packing,ID4820,27269,3860
281,15,14,281,"(279, 280)",282,0,,,Round  Q.C.,Round  Q.C.,ID4493,95,5161
282,15,2,282,281,283,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,143890,4712
283,15,End,283,282,None,0,,,End,End,End,0,0
286,16,Start,286,None,287,0,,,Start,Start,Start,0,0
287,16,11,287,286,288,0,,,Packing,Packing,ID4820,17303,3336
288,16,2,288,287,289,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,386,1427
289,16,21,289,288,290,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,130669,6856
290,16,2,290,289,291,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,498321,430
291,16,21,291,290,292,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,95,1019
292,16,End,292,291,None,0,,,End,End,End,0,0
295,17,Start,295,None,296,0,,,Start,Start,Start,0,0
296,17,20,296,295,297,0,,,Turning & Milling,Turning & Milling,ID4932,9246,6370
297,17,20,297,296,298,0,,,Turning & Milling,Turning & Milling,ID4932,99025,5720
298,17,20,298,297,"(299, 300)",0,,,Turning & Milling,Turning & Milling,ID4529,27140,26715
299,17,20,299,298,301,1,,,Turning & Milling,Turning & Milling,ID3846,87855,7545
300,17,20,300,298,301,1,,,Turning & Milling,Turning & Milling,ID4429,6961,16415
301,17,20,301,"(299, 300)","(302, 303)",0,,,Turning & Milling,Turning & Milling,ID3846,39,8257
302,17,20,302,301,304,1,,,Turning & Milling,Turning & Milling,ID4794,12333,16012
303,17,20,303,301,304,1,,,Turning & Milling,Turning & Milling,ID4132,2,10675
304,17,21,304,"(302, 303)","(305, 306)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,261,112
305,17,20,305,304,307,1,,,Turning & Milling,Turning & Milling,ID4429,217,28126
306,17,20,306,304,307,1,,,Turning & Milling,Turning & Milling,ID4932,33848,1
307,17,20,307,"(305, 306)","(308, 309)",0,,,Turning & Milling,Turning & Milling,ID4794,29776,30928
308,17,20,308,307,310,1,,,Turning & Milling,Turning & Milling,ID4429,7817,20821
309,17,21,309,307,310,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,8261,9463
310,17,20,310,"(308, 309)","(311, 312, 313)",0,,,Turning & Milling,Turning & Milling,ID4641,6,4012
311,17,20,311,310,315,1,,,Turning & Milling,Turning & Milling,ID0997,472,31517
312,17,20,312,310,315,1,,,Turning & Milling,Turning & Milling,ID4794,169,13187
313,17,21,313,310,314,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,54102,2245
314,17,20,314,313,315,1,,,Turning & Milling,Turning & Milling,ID4529,5686,19084
315,17,21,315,"(311, 312, 314)",316,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,29276,475
316,17,7,316,315,317,0,,,Laser Marking,Laser Marking,ID4872,5647,12915
317,17,7,317,316,318,0,,,Laser Marking,Laser Marking,ID4882,10576,4434
318,17,7,318,317,319,0,,,Laser Marking,Laser Marking,ID3846,119,2776
319,17,6,319,318,"(320, 321)",0,,,Lapping,Lapping,ID4872,938,89
320,17,6,320,319,322,1,,,Lapping,Lapping,ID4882,5906,8870
321,17,6,321,319,322,1,,,Lapping,Lapping,ID0998,62222,126
322,17,6,322,"(320, 321)",323,0,,,Lapping,Lapping,ID4355,175626,107
323,17,7,323,322,324,0,,,Laser Marking,Laser Marking,ID4882,163212,4345
324,17,6,324,323,325,0,,,Lapping,Lapping,ID4882,37572,15567
325,17,13,325,324,"(326, 327)",0,,,Round Grinding,Round Grinding,ID4385,52786,23423
326,17,13,326,325,328,1,,,Round Grinding,Round Grinding,ID4872,500,26001
327,17,13,327,325,328,1,,,Round Grinding,Round Grinding,ID4163,23670,15184
328,17,13,328,"(326, 327)",329,0,,,Round Grinding,Round Grinding,ID4385,16785,21194
329,17,13,329,328,"(330, 331, 333)",0,,,Round Grinding,Round Grinding,ID4445,2410,1486
330,17,13,330,329,335,1,,,Round Grinding,Round Grinding,ID4385,134452,6797
331,17,13,331,329,332,1,,,Round Grinding,Round Grinding,ID0420,1376,5262
332,17,2,332,331,335,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,16424,4452
333,17,13,333,329,334,1,,,Round Grinding,Round Grinding,ID4385,56,11033
334,17,11,334,333,335,1,,,Packing,Packing,ID4491,119514,3519
335,17,13,335,"(330, 332, 334)",336,0,,,Round Grinding,Round Grinding,ID4385,49087,7307
336,17,13,336,335,"(337, 339)",0,,,Round Grinding,Round Grinding,ID4445,21599,18490
337,17,6,337,336,338,1,,,Lapping,Lapping,ID0998,46,3307
338,17,13,338,337,340,1,,,Round Grinding,Round Grinding,ID4385,196196,10838
339,17,13,339,336,340,1,,,Round Grinding,Round Grinding,ID4528,10541,19196
340,17,13,340,"(338, 339)",341,0,,,Round Grinding,Round Grinding,ID4528,2505,26488
341,17,13,341,340,"(342, 343)",0,,,Round Grinding,Round Grinding,ID4385,25,303
342,17,13,342,341,344,1,,,Round Grinding,Round Grinding,ID4355,65993,3112
343,17,13,343,341,344,1,,,Round Grinding,Round Grinding,ID4385,41934,2603
344,17,13,344,"(342, 343)",345,0,,,Round Grinding,Round Grinding,ID4385,4523,1642
345,17,13,345,344,"(346, 347)",0,,,Round Grinding,Round Grinding,ID4445,1721,14976
346,17,13,346,345,348,1,,,Round Grinding,Round Grinding,ID0420,68948,787
347,17,13,347,345,348,1,,,Round Grinding,Round Grinding,ID4355,2524,18915
348,17,13,348,"(346, 347)",349,0,,,Round Grinding,Round Grinding,ID0420,4678,78403
349,17,13,349,348,"(350, 351, 352, 353)",0,,,Round Grinding,Round Grinding,ID4355,2884,1581
350,17,2,350,349,354,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,71,14802
351,17,6,351,349,354,1,,,Lapping,Lapping,ID4882,33836,4545
352,17,7,352,349,354,1,,,Laser Marking,Laser Marking,ID0998,11061,3209
353,17,13,353,349,354,1,,,Round Grinding,Round Grinding,ID4287,13185,3589
354,17,11,354,"(350, 351, 352, 353)",355,0,,,Packing,Packing,ID4820,34064,3469
355,17,13,355,354,356,0,,,Round Grinding,Round Grinding,ID4355,35343,6599
356,17,2,356,355,357,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,140653,7220
357,17,11,357,356,358,0,,,Packing,Packing,ID4820,136957,3802
358,17,2,358,357,"(359, 362)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,43200,348
359,17,2,359,358,360,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,656,3977
360,17,2,360,359,361,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,144055,4284
361,17,13,361,360,364,1,,,Round Grinding,Round Grinding,ID4355,719,55
