Unnamed: 0,caseid,act,index,last,next,if_para,start_timestamp,end_timestamp,resource,activity,res,wait,process
30,3,13,30,29,31,0,,,Round Grinding,Round Grinding,ID0420,12105,40683
31,3,6,31,30,"(32, 33, 35, 36)",0,,,Lapping,Lapping,ID4872,48730,3172
32,3,2,32,31,37,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,156078,75
33,3,2,33,31,34,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,54797,5606
34,3,13,34,33,37,1,,,Round Grinding,Round Grinding,ID0420,12,1997
35,3,13,35,31,37,1,,,Round Grinding,Round Grinding,ID4355,29006,6140
36,3,13,36,31,37,1,,,Round Grinding,Round Grinding,ID4385,610,16999
37,3,2,37,"(32, 34, 35, 36)",38,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,1083408,4474
38,3,End,38,37,None,0,,,End,End,End,0,0
41,4,Start,41,None,42,0,,,Start,Start,Start,0,0
42,4,20,42,41,43,0,,,Turning & Milling,Turning & Milling,ID4219,89262,31249
43,4,20,43,42,44,0,,,Turning & Milling,Turning & Milling,ID4932,256,16530
44,4,20,44,43,45,0,,,Turning & Milling,Turning & Milling,ID4794,177388,4501
45,4,20,45,44,46,0,,,Turning & Milling,Turning & Milling,ID4219,457,11300
46,4,20,46,45,47,0,,,Turning & Milling,Turning & Milling,ID4718,1482,35258
47,4,20,47,46,48,0,,,Turning & Milling,Turning & Milling,ID4219,198,21480
48,4,20,48,47,49,0,,,Turning & Milling,Turning & Milling,ID0997,4987,24746
49,4,21,49,48,50,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,2785,3096
50,4,21,50,49,"(51, 52)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,150630,177
51,4,6,51,50,53,1,,,Lapping,Lapping,ID4882,224292,2994
52,4,7,52,50,53,1,,,Laser Marking,Laser Marking,ID0420,1869,9342
53,4,2,53,"(51, 52)","(54, 56)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,569738,329
54,4,2,54,53,55,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,921604,437
55,4,2,55,54,57,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,37828,8992
56,4,2,56,53,57,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,94619,17600
57,4,11,57,"(55, 56)",58,0,,,Packing,Packing,ID4820,35632,3852
58,4,End,58,57,None,0,,,End,End,End,0,0
61,5,Start,61,None,62,0,,,Start,Start,Start,0,0
62,5,19,62,61,"(63, 64)",0,,,Turning,Turning,ID0997,159,27564
63,5,19,63,62,66,1,,,Turning,Turning,ID3846,2557,15922
64,5,19,64,62,65,1,,,Turning,Turning,ID3846,6,14968
65,5,19,65,64,66,1,,,Turning,Turning,ID4219,57,4552
66,5,19,66,"(63, 65)",67,0,,,Turning,Turning,ID0997,0,2933
67,5,19,67,66,68,0,,,Turning,Turning,ID3846,463,30281
68,5,19,68,67,69,0,,,Turning,Turning,ID4641,82,3030
69,5,19,69,68,70,0,,,Turning,Turning,ID4219,67430,23952
70,5,19,70,69,71,0,,,Turning,Turning,ID4932,13,12771
71,5,19,71,70,72,0,,,Turning,Turning,ID4219,19838,1473
72,5,19,72,71,"(73, 75)",0,,,Turning,Turning,ID0997,86587,8337
73,5,19,73,72,74,1,,,Turning,Turning,ID4799,2700,2010
74,5,19,74,73,77,1,,,Turning,Turning,ID3846,106,17389
75,5,19,75,72,76,1,,,Turning,Turning,ID4132,2080,1323
76,5,19,76,75,77,1,,,Turning,Turning,ID4219,4,5977
77,5,19,77,"(74, 76)",78,0,,,Turning,Turning,ID0997,20751,24962
78,5,22,78,77,"(79, 80)",0,,,Turning Q.C.,Turning Q.C.,ID4493,3480,11238
79,5,19,79,78,81,1,,,Turning,Turning,ID0997,90,1019
80,5,19,80,78,81,1,,,Turning,Turning,ID4219,12558,11960
81,5,19,81,"(79, 80)",82,0,,,Turning,Turning,ID3846,35789,40545
82,5,22,82,81,83,0,,,Turning Q.C.,Turning Q.C.,ID4493,430,863
83,5,22,83,82,84,0,,,Turning Q.C.,Turning Q.C.,ID4287,87154,2971
84,5,19,84,83,85,0,,,Turning,Turning,ID0997,608,6261
85,5,19,85,84,86,0,,,Turning,Turning,ID0997,25335,7633
86,5,11,86,85,87,0,,,Packing,Packing,ID4820,56326,3598
87,5,2,87,86,"(88, 89)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,9594,22674
88,5,19,88,87,90,1,,,Turning,Turning,ID3846,2235,97
89,5,19,89,87,90,1,,,Turning,Turning,ID3846,668,11533
90,5,19,90,"(88, 89)",91,0,,,Turning,Turning,ID3846,2314,28002
91,5,19,91,90,92,0,,,Turning,Turning,ID0997,2675,5685
92,5,19,92,91,93,0,,,Turning,Turning,ID4326,1480,33771
93,5,19,93,92,94,0,,,Turning,Turning,ID4219,420,2932
94,5,19,94,93,95,0,,,Turning,Turning,ID4794,42408,8359
95,5,19,95,94,96,0,,,Turning,Turning,ID4219,11500,3184
96,5,19,96,95,97,0,,,Turning,Turning,ID3846,652,16719
97,5,End,97,96,None,0,,,End,End,End,0,0
100,6,Start,100,None,101,0,,,Start,Start,Start,0,0
101,6,21,101,100,102,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,116543,613
102,6,7,102,101,103,0,,,Laser Marking,Laser Marking,ID4882,69815,2633
103,6,6,103,102,104,0,,,Lapping,Lapping,ID0998,246,4585
104,6,4,104,103,105,0,,,Flat Grinding,Flat Grinding,ID4882,22536,1086
105,6,6,105,104,106,0,,,Lapping,Lapping,ID4882,4653,33
106,6,11,106,105,107,0,,,Packing,Packing,ID4820,28660,3584
107,6,2,107,106,108,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,1865,11467
108,6,End,108,107,None,0,,,End,End,End,0,0
111,7,Start,111,None,112,0,,,Start,Start,Start,0,0
112,7,21,112,111,113,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,166,424
113,7,7,113,112,114,0,,,Laser Marking,Laser Marking,ID0998,17649,2140
114,7,6,114,113,"(115, 117)",0,,,Lapping,Lapping,ID0998,185729,819
115,7,6,115,114,116,1,,,Lapping,Lapping,ID4872,112987,4342
116,7,2,116,115,118,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,3420,4271
117,7,7,117,114,118,1,,,Laser Marking,Laser Marking,ID0998,28428,4864
118,7,2,118,"(116, 117)",119,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,12233,12402
119,7,2,119,118,120,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,215621,4754
120,7,11,120,119,"(121, 122)",0,,,Packing,Packing,ID4491,45173,3269
121,7,2,121,120,123,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,48434,11372
122,7,13,122,120,123,1,,,Round Grinding,Round Grinding,ID4385,7800,7260
123,7,13,123,"(121, 122)",124,0,,,Round Grinding,Round Grinding,ID4385,62,51
124,7,2,124,123,125,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,494,2212
125,7,2,125,124,126,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,156243,3103
126,7,11,126,125,127,0,,,Packing,Packing,ID4820,74777,3369
127,7,End,127,126,None,0,,,End,End,End,0,0
130,8,Start,130,None,"(131, 132)",0,,,Start,Start,Start,0,0
131,8,20,131,130,133,1,,,Turning & Milling,Turning & Milling,ID0997,30424,34332
132,8,22,132,130,133,1,,,Turning Q.C.,Turning Q.C.,ID4618,23121,574
133,8,20,133,"(131, 132)",134,0,,,Turning & Milling,Turning & Milling,ID4167,9779,3458
134,8,20,134,133,135,0,,,Turning & Milling,Turning & Milling,ID0997,146,28323
135,8,21,135,134,136,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,55888,2872
136,8,20,136,135,"(137, 139)",0,,,Turning & Milling,Turning & Milling,ID4932,4724,8951
137,8,20,137,136,138,1,,,Turning & Milling,Turning & Milling,ID4932,33,6950
138,8,6,138,137,140,1,,,Lapping,Lapping,ID0998,2652,4537
139,8,20,139,136,140,1,,,Turning & Milling,Turning & Milling,ID4794,4132,35761
140,8,6,140,"(138, 139)",141,0,,,Lapping,Lapping,ID0998,1046,7151
141,8,7,141,140,142,0,,,Laser Marking,Laser Marking,ID4882,41004,3224
142,8,21,142,141,143,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,102,33
143,8,21,143,142,144,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,6634,8636
144,8,2,144,143,"(145, 146)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,84545,7345
145,8,2,145,144,147,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,30722,2855
146,8,13,146,144,147,1,,,Round Grinding,Round Grinding,ID4163,101235,2573
147,8,11,147,"(145, 146)",148,0,,,Packing,Packing,ID4820,246515,4094
148,8,7,148,147,149,0,,,Laser Marking,Laser Marking,ID4882,175647,4530
149,8,6,149,148,150,0,,,Lapping,Lapping,ID3716,232051,2963
150,8,6,150,149,151,0,,,Lapping,Lapping,ID4445,444913,132
151,8,2,151,150,152,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,278,1587
152,8,2,152,151,153,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,122,12499
153,8,11,153,152,154,0,,,Packing,Packing,ID4820,248813,4615
154,8,2,154,153,155,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,7,3276
155,8,End,155,154,None,0,,,End,End,End,0,0
158,9,Start,158,None,159,0,,,Start,Start,Start,0,0
159,9,20,159,158,160,0,,,Turning & Milling,Turning & Milling,ID0997,124801,12145
160,9,20,160,159,161,0,,,Turning & Milling,Turning & Milling,ID4167,29909,19464
161,9,20,161,160,162,0,,,Turning & Milling,Turning & Milling,ID4794,535,4468
162,9,20,162,161,163,0,,,Turning & Milling,Turning & Milling,ID4132,13808,1518
163,9,21,163,162,164,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,69149,9618
164,9,7,164,163,165,0,,,Laser Marking,Laser Marking,ID0998,105555,1022
165,9,4,165,164,166,0,,,Flat Grinding,Flat Grinding,ID4882,748,2568
166,9,6,166,165,"(167, 168)",0,,,Lapping,Lapping,ID0998,17959,4912
167,9,13,167,166,169,1,,,Round Grinding,Round Grinding,ID4528,16412,1298
168,9,13,168,166,169,1,,,Round Grinding,Round Grinding,ID4528,139,3324
169,9,5,169,"(167, 168)",170,0,,,Grinding Rework,Grinding Rework,ID4528,6584,706
170,9,2,170,169,171,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,316,2658
171,9,11,171,170,172,0,,,Packing,Packing,ID4820,182502,3337
172,9,2,172,171,173,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,15139,5202
173,9,End,173,172,None,0,,,End,End,End,0,0
176,10,Start,176,None,177,0,,,Start,Start,Start,0,0
177,10,8,177,176,178,0,,,Milling,Milling,ID4326,5,4743
178,10,21,178,177,179,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,19095,2587
179,10,6,179,178,"(180, 182)",0,,,Lapping,Lapping,ID0998,4277,10021
180,10,13,180,179,181,1,,,Round Grinding,Round Grinding,ID4385,61790,3864
181,10,6,181,180,184,1,,,Lapping,Lapping,ID4385,137511,7911
182,10,13,182,179,183,1,,,Round Grinding,Round Grinding,ID4445,101,7656
183,10,6,183,182,184,1,,,Lapping,Lapping,ID3716,40435,5747
184,10,11,184,"(181, 183)","(185, 186)",0,,,Packing,Packing,ID4291,21713,3849
185,10,2,185,184,187,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,29068,18
186,10,7,186,184,187,1,,,Laser Marking,Laser Marking,ID4882,316,808
187,10,End,187,"(185, 186)",None,0,,,End,End,End,0,0
190,11,Start,190,None,191,0,,,Start,Start,Start,0,0
191,11,21,191,190,"(192, 193)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,41498,4875
192,11,6,192,191,194,1,,,Lapping,Lapping,ID4528,1572,2742
193,11,7,193,191,194,1,,,Laser Marking,Laser Marking,ID0420,16197,4518
194,11,2,194,"(192, 193)",195,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,3092,14240
195,11,2,195,194,196,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,58885,2002
196,11,11,196,195,197,0,,,Packing,Packing,ID4291,314814,3886
197,11,End,197,196,None,0,,,End,End,End,0,0
200,12,Start,200,None,201,0,,,Start,Start,Start,0,0
201,12,20,201,200,202,0,,,Turning & Milling,Turning & Milling,ID4794,5421,20320
202,12,20,202,201,"(203, 204)",0,,,Turning & Milling,Turning & Milling,ID3846,29996,34970
203,12,20,203,202,205,1,,,Turning & Milling,Turning & Milling,ID4794,59124,10074
204,12,20,204,202,205,1,,,Turning & Milling,Turning & Milling,ID4794,11268,13796
205,12,20,205,"(203, 204)",206,0,,,Turning & Milling,Turning & Milling,ID4932,17897,1877
206,12,20,206,205,207,0,,,Turning & Milling,Turning & Milling,ID4718,10341,5559
207,12,21,207,206,208,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,14540,11034
208,12,21,208,207,209,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,385263,35
209,12,7,209,208,210,0,,,Laser Marking,Laser Marking,ID0998,16230,5723
210,12,6,210,209,211,0,,,Lapping,Lapping,ID0998,36955,11880
211,12,6,211,210,212,0,,,Lapping,Lapping,ID0998,167800,1507
212,12,2,212,211,213,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,588,8885
213,12,11,213,212,214,0,,,Packing,Packing,ID4820,67539,3826
214,12,2,214,213,215,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID0937,156973,4446
215,12,End,215,214,None,0,,,End,End,End,0,0
218,13,Start,218,None,219,0,,,Start,Start,Start,0,0
219,13,6,219,218,220,0,,,Lapping,Lapping,ID0998,22546,9301
220,13,13,220,219,221,0,,,Round Grinding,Round Grinding,ID4109,6533,34903
221,13,13,221,220,"(222, 223)",0,,,Round Grinding,Round Grinding,ID4445,12233,11322
222,13,13,222,221,224,1,,,Round Grinding,Round Grinding,ID4445,89052,15512
223,13,13,223,221,224,1,,,Round Grinding,Round Grinding,ID4385,1412,27580
224,13,13,224,"(222, 223)",225,0,,,Round Grinding,Round Grinding,ID4163,198611,2953
225,13,13,225,224,"(226, 227, 229)",0,,,Round Grinding,Round Grinding,ID4385,30551,2240
226,13,6,226,225,230,1,,,Lapping,Lapping,ID4528,67027,12610
227,13,6,227,225,228,1,,,Lapping,Lapping,ID4882,66968,2064
228,13,2,228,227,230,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,97662,3655
229,13,13,229,225,230,1,,,Round Grinding,Round Grinding,ID0420,27384,3837
230,13,13,230,"(226, 228, 229)","(231, 232)",0,,,Round Grinding,Round Grinding,ID0420,39725,11558
231,13,2,231,230,233,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,372,137
232,13,7,232,230,233,1,,,Laser Marking,Laser Marking,ID4718,138374,2967
233,13,11,233,"(231, 232)","(234, 235)",0,,,Packing,Packing,ID4820,101687,4425
234,13,6,234,233,237,1,,,Lapping,Lapping,ID4872,21969,4591
235,13,13,235,233,236,1,,,Round Grinding,Round Grinding,ID4445,3436,19842
236,13,13,236,235,237,1,,,Round Grinding,Round Grinding,ID0420,1305,945
237,13,End,237,"(234, 236)",None,0,,,End,End,End,0,0
240,14,Start,240,None,"(241, 242)",0,,,Start,Start,Start,0,0
241,14,20,241,240,244,1,,,Turning & Milling,Turning & Milling,ID4932,1525,16515
242,14,20,242,240,243,1,,,Turning & Milling,Turning & Milling,ID4932,34771,3799
243,14,20,243,242,244,1,,,Turning & Milling,Turning & Milling,ID4872,26537,3794
244,14,20,244,"(241, 243)",245,0,,,Turning & Milling,Turning & Milling,ID4132,543,6574
245,14,20,245,244,"(246, 248)",0,,,Turning & Milling,Turning & Milling,ID0997,1921,26483
246,14,20,246,245,247,1,,,Turning & Milling,Turning & Milling,ID0997,3045,21603
247,14,20,247,246,249,1,,,Turning & Milling,Turning & Milling,ID4529,2236,2619
248,14,21,248,245,249,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,712,9465
249,14,20,249,"(247, 248)",250,0,,,Turning & Milling,Turning & Milling,ID4932,119,4559
250,14,20,250,249,251,0,,,Turning & Milling,Turning & Milling,ID4794,59801,30919
251,14,20,251,250,252,0,,,Turning & Milling,Turning & Milling,ID3846,5883,5425
252,14,21,252,251,253,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,39001,1135
253,14,7,253,252,254,0,,,Laser Marking,Laser Marking,ID4872,356910,3736
254,14,6,254,253,"(255, 256)",0,,,Lapping,Lapping,ID4528,191777,810
255,14,2,255,254,257,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,2867,4233
256,14,11,256,254,257,1,,,Packing,Packing,ID4820,55531,3801
257,14,2,257,"(255, 256)",258,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,281,10031
258,14,2,258,257,259,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,131356,8965
259,14,11,259,258,260,0,,,Packing,Packing,ID4820,40678,3685
260,14,2,260,259,261,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,44022,5561
261,14,11,261,260,"(262, 263)",0,,,Packing,Packing,ID4820,64542,4085
262,14,2,262,261,264,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,111906,10003
263,14,7,263,261,264,1,,,Laser Marking,Laser Marking,ID4882,19593,3976
264,14,End,264,"(262, 263)",None,0,,,End,End,End,0,0
267,15,Start,267,None,268,0,,,Start,Start,Start,0,0
268,15,20,268,267,269,0,,,Turning & Milling,Turning & Milling,ID0997,24448,2885
269,15,21,269,268,270,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,25,5002
270,15,20,270,269,271,0,,,Turning & Milling,Turning & Milling,ID4794,1040,6240
271,15,21,271,270,272,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,89569,10869
272,15,7,272,271,273,0,,,Laser Marking,Laser Marking,ID4882,37442,649
273,15,6,273,272,274,0,,,Lapping,Lapping,ID4882,8272,1963
274,15,6,274,273,275,0,,,Lapping,Lapping,ID0998,226558,77
275,15,13,275,274,"(276, 277)",0,,,Round Grinding,Round Grinding,ID4385,12583,6913
276,15,13,276,275,278,1,,,Round Grinding,Round Grinding,ID4109,30736,10853
277,15,13,277,275,278,1,,,Round Grinding,Round Grinding,ID4445,15468,5844
278,15,14,278,"(276, 277)","(279, 280)",0,,,Round  Q.C.,Round  Q.C.,ID3641,16739,3498
279,15,11,279,278,281,1,,,Packing,Packing,ID4820,138987,3546
280,15,11,280,278,281,1,,,Packing,Packing,ID4820,96548,4585
281,15,14,281,"(279, 280)",282,0,,,Round  Q.C.,Round  Q.C.,ID0420,10646,2630
282,15,2,282,281,283,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,9953,166
283,15,End,283,282,None,0,,,End,End,End,0,0
286,16,Start,286,None,287,0,,,Start,Start,Start,0,0
287,16,11,287,286,288,0,,,Packing,Packing,ID4820,211112,4012
288,16,2,288,287,289,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,347555,1038
289,16,21,289,288,290,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,1531,1383
290,16,2,290,289,291,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,88924,8279
291,16,21,291,290,292,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,28,3620
292,16,End,292,291,None,0,,,End,End,End,0,0
295,17,Start,295,None,296,0,,,Start,Start,Start,0,0
296,17,20,296,295,297,0,,,Turning & Milling,Turning & Milling,ID3846,9784,32429
297,17,20,297,296,298,0,,,Turning & Milling,Turning & Milling,ID0937,19422,5687
298,17,20,298,297,"(299, 300)",0,,,Turning & Milling,Turning & Milling,ID4429,554,22030
299,17,20,299,298,301,1,,,Turning & Milling,Turning & Milling,ID4529,12448,20632
300,17,20,300,298,301,1,,,Turning & Milling,Turning & Milling,ID0997,494,15074
301,17,20,301,"(299, 300)","(302, 303)",0,,,Turning & Milling,Turning & Milling,ID4429,10,10930
302,17,20,302,301,304,1,,,Turning & Milling,Turning & Milling,ID4529,45,9972
303,17,20,303,301,304,1,,,Turning & Milling,Turning & Milling,ID0937,613677,19248
304,17,21,304,"(302, 303)","(305, 306)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,5,1561
305,17,20,305,304,307,1,,,Turning & Milling,Turning & Milling,ID0997,29003,15069
306,17,20,306,304,307,1,,,Turning & Milling,Turning & Milling,ID4429,38039,7318
307,17,20,307,"(305, 306)","(308, 309)",0,,,Turning & Milling,Turning & Milling,ID0997,91141,3828
308,17,20,308,307,310,1,,,Turning & Milling,Turning & Milling,ID4794,22302,16489
309,17,21,309,307,310,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,11700,6653
310,17,20,310,"(308, 309)","(311, 312, 313)",0,,,Turning & Milling,Turning & Milling,ID4641,400,41555
311,17,20,311,310,315,1,,,Turning & Milling,Turning & Milling,ID4529,1317,45958
312,17,20,312,310,315,1,,,Turning & Milling,Turning & Milling,ID4618,10961,14975
313,17,21,313,310,314,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,821,3923
314,17,20,314,313,315,1,,,Turning & Milling,Turning & Milling,ID4132,100,7453
315,17,21,315,"(311, 312, 314)",316,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,13206,2842
316,17,7,316,315,317,0,,,Laser Marking,Laser Marking,ID4618,100,1677
317,17,7,317,316,318,0,,,Laser Marking,Laser Marking,ID4882,7933,5881
318,17,7,318,317,319,0,,,Laser Marking,Laser Marking,ID0998,643634,7999
319,17,6,319,318,"(320, 321)",0,,,Lapping,Lapping,ID4718,44888,10831
320,17,6,320,319,322,1,,,Lapping,Lapping,ID4882,6141,209
321,17,6,321,319,322,1,,,Lapping,Lapping,ID0998,30506,5961
322,17,6,322,"(320, 321)",323,0,,,Lapping,Lapping,ID0998,685824,10806
323,17,7,323,322,324,0,,,Laser Marking,Laser Marking,ID4882,118300,1888
324,17,6,324,323,325,0,,,Lapping,Lapping,ID0998,86393,2759
325,17,13,325,324,"(326, 327)",0,,,Round Grinding,Round Grinding,ID0420,2349,23022
326,17,13,326,325,328,1,,,Round Grinding,Round Grinding,ID4163,10,7056
327,17,13,327,325,328,1,,,Round Grinding,Round Grinding,ID4355,12322,6273
328,17,13,328,"(326, 327)",329,0,,,Round Grinding,Round Grinding,ID4445,12412,9582
329,17,13,329,328,"(330, 331, 333)",0,,,Round Grinding,Round Grinding,ID4385,1737,5360
330,17,13,330,329,335,1,,,Round Grinding,Round Grinding,ID4355,1506,19438
331,17,13,331,329,332,1,,,Round Grinding,Round Grinding,ID4445,2223,7215
332,17,2,332,331,335,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,73769,6344
333,17,13,333,329,334,1,,,Round Grinding,Round Grinding,ID4385,202,9976
334,17,11,334,333,335,1,,,Packing,Packing,ID4820,207352,4034
335,17,13,335,"(330, 332, 334)",336,0,,,Round Grinding,Round Grinding,ID4355,173687,13293
336,17,13,336,335,"(337, 339)",0,,,Round Grinding,Round Grinding,ID4528,1445,11998
337,17,6,337,336,338,1,,,Lapping,Lapping,ID4445,28200,16050
338,17,13,338,337,340,1,,,Round Grinding,Round Grinding,ID4445,340278,13348
339,17,13,339,336,340,1,,,Round Grinding,Round Grinding,ID4385,413,15061
340,17,13,340,"(338, 339)",341,0,,,Round Grinding,Round Grinding,ID4445,5300,4035
341,17,13,341,340,"(342, 343)",0,,,Round Grinding,Round Grinding,ID4445,110567,33028
342,17,13,342,341,344,1,,,Round Grinding,Round Grinding,ID4528,53,7224
343,17,13,343,341,344,1,,,Round Grinding,Round Grinding,ID4355,291,1989
344,17,13,344,"(342, 343)",345,0,,,Round Grinding,Round Grinding,ID4109,6514,7968
345,17,13,345,344,"(346, 347)",0,,,Round Grinding,Round Grinding,ID4445,7035,11674
346,17,13,346,345,348,1,,,Round Grinding,Round Grinding,ID4163,2215,9495
347,17,13,347,345,348,1,,,Round Grinding,Round Grinding,ID4385,41680,11679
348,17,13,348,"(346, 347)",349,0,,,Round Grinding,Round Grinding,ID4872,406,3059
349,17,13,349,348,"(350, 351, 352, 353)",0,,,Round Grinding,Round Grinding,ID4355,640729,26162
350,17,2,350,349,354,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,12718,15136
351,17,6,351,349,354,1,,,Lapping,Lapping,ID0998,21371,8749
352,17,7,352,349,354,1,,,Laser Marking,Laser Marking,ID4882,7604,2107
353,17,13,353,349,354,1,,,Round Grinding,Round Grinding,ID4355,23445,29766
354,17,11,354,"(350, 351, 352, 353)",355,0,,,Packing,Packing,ID4820,14600,4028
355,17,13,355,354,356,0,,,Round Grinding,Round Grinding,ID0420,5411,37204
356,17,2,356,355,357,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,136053,5634
357,17,11,357,356,358,0,,,Packing,Packing,ID4820,21768,3168
358,17,2,358,357,"(359, 362)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,555,7418
359,17,2,359,358,360,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,25493,9324
360,17,2,360,359,361,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,7031,5248
