Unnamed: 0,caseid,act,index,last,next,if_para,start_timestamp,end_timestamp,resource,activity,res,wait,process
100,6,Start,100,None,101,0,,,Start,Start,Start,0,0
101,6,21,101,100,102,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,79862,608
102,6,7,102,101,103,0,,,Laser Marking,Laser Marking,ID4882,19888,7521
103,6,6,103,102,104,0,,,Lapping,Lapping,ID0998,1998607,298
104,6,4,104,103,105,0,,,Flat Grinding,Flat Grinding,ID0998,40145,11163
105,6,6,105,104,106,0,,,Lapping,Lapping,ID0998,6057,4307
106,6,11,106,105,107,0,,,Packing,Packing,ID4820,27091,4511
107,6,2,107,106,108,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,25220,18246
108,6,End,108,107,None,0,,,End,End,End,0,0
111,7,Start,111,None,112,0,,,Start,Start,Start,0,0
112,7,21,112,111,113,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID0937,49998,2030
113,7,7,113,112,114,0,,,Laser Marking,Laser Marking,ID0998,60,9383
114,7,6,114,113,"(115, 117)",0,,,Lapping,Lapping,ID0998,18,1965
115,7,6,115,114,116,1,,,Lapping,Lapping,ID0998,3213,67
116,7,2,116,115,118,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,24842,41574
117,7,7,117,114,118,1,,,Laser Marking,Laser Marking,ID0420,5484,7912
118,7,2,118,"(116, 117)",119,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,395787,875
119,7,2,119,118,120,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,4901,4282
120,7,11,120,119,"(121, 122)",0,,,Packing,Packing,ID4820,2716916,4828
121,7,2,121,120,123,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,29159,5537
122,7,13,122,120,123,1,,,Round Grinding,Round Grinding,ID4618,17,3979
123,7,13,123,"(121, 122)",124,0,,,Round Grinding,Round Grinding,ID0420,93323,20058
124,7,2,124,123,125,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,1575,1534
125,7,2,125,124,126,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,6169,58
126,7,11,126,125,127,0,,,Packing,Packing,ID4820,169460,4008
127,7,End,127,126,None,0,,,End,End,End,0,0
130,8,Start,130,None,"(131, 132)",0,,,Start,Start,Start,0,0
131,8,20,131,130,133,1,,,Turning & Milling,Turning & Milling,ID0997,40826,7716
132,8,22,132,130,133,1,,,Turning Q.C.,Turning Q.C.,ID4493,513,2389
133,8,20,133,"(131, 132)",134,0,,,Turning & Milling,Turning & Milling,ID3846,198702,25321
134,8,20,134,133,135,0,,,Turning & Milling,Turning & Milling,ID4932,51,10280
135,8,21,135,134,136,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,11975,1267
136,8,20,136,135,"(137, 139)",0,,,Turning & Milling,Turning & Milling,ID4132,286304,23333
137,8,20,137,136,138,1,,,Turning & Milling,Turning & Milling,ID4794,7326,21395
138,8,6,138,137,140,1,,,Lapping,Lapping,ID0997,115966,6096
139,8,20,139,136,140,1,,,Turning & Milling,Turning & Milling,ID4641,30274,66325
140,8,6,140,"(138, 139)",141,0,,,Lapping,Lapping,ID4528,12617,1533
141,8,7,141,140,142,0,,,Laser Marking,Laser Marking,ID0998,3256,931
142,8,21,142,141,143,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,5218,6025
143,8,21,143,142,144,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,414,6408
144,8,2,144,143,"(145, 146)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,4071,143
145,8,2,145,144,147,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,429765,997
146,8,13,146,144,147,1,,,Round Grinding,Round Grinding,ID4385,35379,16010
147,8,11,147,"(145, 146)",148,0,,,Packing,Packing,ID4820,25823,3896
148,8,7,148,147,149,0,,,Laser Marking,Laser Marking,ID0998,114604,1198
149,8,6,149,148,150,0,,,Lapping,Lapping,ID4882,1337897,4848
150,8,6,150,149,151,0,,,Lapping,Lapping,ID0998,35726,6887
151,8,2,151,150,152,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4493,62628,1236
152,8,2,152,151,153,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,7215,3955
153,8,11,153,152,154,0,,,Packing,Packing,ID4820,14403,3088
154,8,2,154,153,155,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,7499,4978
155,8,End,155,154,None,0,,,End,End,End,0,0
158,9,Start,158,None,159,0,,,Start,Start,Start,0,0
159,9,20,159,158,160,0,,,Turning & Milling,Turning & Milling,ID4932,3371,10778
160,9,20,160,159,161,0,,,Turning & Milling,Turning & Milling,ID4429,830,22976
161,9,20,161,160,162,0,,,Turning & Milling,Turning & Milling,ID4167,8,11398
162,9,20,162,161,163,0,,,Turning & Milling,Turning & Milling,ID3846,6697,7044
163,9,21,163,162,164,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,22137,55
164,9,7,164,163,165,0,,,Laser Marking,Laser Marking,ID4882,156280,1346
165,9,4,165,164,166,0,,,Flat Grinding,Flat Grinding,ID4882,120075,3779
166,9,6,166,165,"(167, 168)",0,,,Lapping,Lapping,ID4882,7503,5524
167,9,13,167,166,169,1,,,Round Grinding,Round Grinding,ID4355,6810,14379
168,9,13,168,166,169,1,,,Round Grinding,Round Grinding,ID4445,69957,11286
169,9,5,169,"(167, 168)",170,0,,,Grinding Rework,Grinding Rework,ID4882,41349,8002
170,9,2,170,169,171,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,2645,9413
171,9,11,171,170,172,0,,,Packing,Packing,ID4820,38271,4040
172,9,2,172,171,173,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,92412,1821
173,9,End,173,172,None,0,,,End,End,End,0,0
176,10,Start,176,None,177,0,,,Start,Start,Start,0,0
177,10,8,177,176,178,0,,,Milling,Milling,ID4326,720,359
178,10,21,178,177,179,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4287,24045,8650
179,10,6,179,178,"(180, 182)",0,,,Lapping,Lapping,ID0998,48824,521
180,10,13,180,179,181,1,,,Round Grinding,Round Grinding,ID4385,1302,2829
181,10,6,181,180,184,1,,,Lapping,Lapping,ID0998,248660,7862
182,10,13,182,179,183,1,,,Round Grinding,Round Grinding,ID4872,9114,1211
183,10,6,183,182,184,1,,,Lapping,Lapping,ID4882,63830,5100
184,10,11,184,"(181, 183)","(185, 186)",0,,,Packing,Packing,ID4491,58852,3694
185,10,2,185,184,187,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,1658,1040
186,10,7,186,184,187,1,,,Laser Marking,Laser Marking,ID4882,766051,4967
187,10,End,187,"(185, 186)",None,0,,,End,End,End,0,0
190,11,Start,190,None,191,0,,,Start,Start,Start,0,0
191,11,21,191,190,"(192, 193)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,136178,81
192,11,6,192,191,194,1,,,Lapping,Lapping,ID0998,515054,1780
193,11,7,193,191,194,1,,,Laser Marking,Laser Marking,ID4882,112351,226
194,11,2,194,"(192, 193)",195,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,37784,1253
195,11,2,195,194,196,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,54759,3659
196,11,11,196,195,197,0,,,Packing,Packing,ID4820,4851,2989
197,11,End,197,196,None,0,,,End,End,End,0,0
200,12,Start,200,None,201,0,,,Start,Start,Start,0,0
201,12,20,201,200,202,0,,,Turning & Milling,Turning & Milling,ID4794,229,13576
202,12,20,202,201,"(203, 204)",0,,,Turning & Milling,Turning & Milling,ID0997,8654,15258
203,12,20,203,202,205,1,,,Turning & Milling,Turning & Milling,ID4132,36,26699
204,12,20,204,202,205,1,,,Turning & Milling,Turning & Milling,ID4794,12939,17681
205,12,20,205,"(203, 204)",206,0,,,Turning & Milling,Turning & Milling,ID4932,3739,38284
206,12,20,206,205,207,0,,,Turning & Milling,Turning & Milling,ID4794,2,10835
207,12,21,207,206,208,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID0420,121975,52
208,12,21,208,207,209,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,1010,6172
209,12,7,209,208,210,0,,,Laser Marking,Laser Marking,ID4355,35811,3859
210,12,6,210,209,211,0,,,Lapping,Lapping,ID4882,106703,4353
211,12,6,211,210,212,0,,,Lapping,Lapping,ID4872,378228,7198
212,12,2,212,211,213,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,59,12163
213,12,11,213,212,214,0,,,Packing,Packing,ID4820,123390,3578
214,12,2,214,213,215,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,5781,71
215,12,End,215,214,None,0,,,End,End,End,0,0
218,13,Start,218,None,219,0,,,Start,Start,Start,0,0
219,13,6,219,218,220,0,,,Lapping,Lapping,ID0998,3100,1429
220,13,13,220,219,221,0,,,Round Grinding,Round Grinding,ID4445,8248,3584
221,13,13,221,220,"(222, 223)",0,,,Round Grinding,Round Grinding,ID4385,39099,15336
222,13,13,222,221,224,1,,,Round Grinding,Round Grinding,ID4160,198,11509
223,13,13,223,221,224,1,,,Round Grinding,Round Grinding,ID4385,361,19164
224,13,13,224,"(222, 223)",225,0,,,Round Grinding,Round Grinding,ID4287,129,2369
225,13,13,225,224,"(226, 227, 229)",0,,,Round Grinding,Round Grinding,ID4528,3063,993
226,13,6,226,225,230,1,,,Lapping,Lapping,ID0998,1779,127
227,13,6,227,225,228,1,,,Lapping,Lapping,ID4882,43233,104
228,13,2,228,227,230,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,19485,8521
229,13,13,229,225,230,1,,,Round Grinding,Round Grinding,ID4445,8880,27036
230,13,13,230,"(226, 228, 229)","(231, 232)",0,,,Round Grinding,Round Grinding,ID4445,12040,1105
231,13,2,231,230,233,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,371597,13923
232,13,7,232,230,233,1,,,Laser Marking,Laser Marking,ID4882,34658,3904
233,13,11,233,"(231, 232)","(234, 235)",0,,,Packing,Packing,ID4820,44736,3682
234,13,6,234,233,237,1,,,Lapping,Lapping,ID0998,69663,1053
235,13,13,235,233,236,1,,,Round Grinding,Round Grinding,ID4872,233,45020
236,13,13,236,235,237,1,,,Round Grinding,Round Grinding,ID4385,18088,11291
237,13,End,237,"(234, 236)",None,0,,,End,End,End,0,0
240,14,Start,240,None,"(241, 242)",0,,,Start,Start,Start,0,0
241,14,20,241,240,244,1,,,Turning & Milling,Turning & Milling,ID4132,24142,13303
242,14,20,242,240,243,1,,,Turning & Milling,Turning & Milling,ID0997,1102,7004
243,14,20,243,242,244,1,,,Turning & Milling,Turning & Milling,ID0997,6085,23180
244,14,20,244,"(241, 243)",245,0,,,Turning & Milling,Turning & Milling,ID4529,318,2079
245,14,20,245,244,"(246, 248)",0,,,Turning & Milling,Turning & Milling,ID4219,1553,16124
246,14,20,246,245,247,1,,,Turning & Milling,Turning & Milling,ID4641,521,8168
247,14,20,247,246,249,1,,,Turning & Milling,Turning & Milling,ID4932,585,4635
248,14,21,248,245,249,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,8498,6694
249,14,20,249,"(247, 248)",250,0,,,Turning & Milling,Turning & Milling,ID3846,18692,3143
250,14,20,250,249,251,0,,,Turning & Milling,Turning & Milling,ID4219,7054,21022
251,14,20,251,250,252,0,,,Turning & Milling,Turning & Milling,ID4718,250,17161
252,14,21,252,251,253,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,32815,11482
253,14,7,253,252,254,0,,,Laser Marking,Laser Marking,ID0998,1859736,56
254,14,6,254,253,"(255, 256)",0,,,Lapping,Lapping,ID3846,69654,2982
255,14,2,255,254,257,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,111252,242
256,14,11,256,254,257,1,,,Packing,Packing,ID4820,13406,3265
257,14,2,257,"(255, 256)",258,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,31918,2557
258,14,2,258,257,259,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,12954,1587
259,14,11,259,258,260,0,,,Packing,Packing,ID4820,13718,3204
260,14,2,260,259,261,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,215,826
261,14,11,261,260,"(262, 263)",0,,,Packing,Packing,ID4820,66704,3199
262,14,2,262,261,264,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,100938,7984
263,14,7,263,261,264,1,,,Laser Marking,Laser Marking,ID0998,32360,4846
264,14,End,264,"(262, 263)",None,0,,,End,End,End,0,0
267,15,Start,267,None,268,0,,,Start,Start,Start,0,0
268,15,20,268,267,269,0,,,Turning & Milling,Turning & Milling,ID4718,10,1127
269,15,21,269,268,270,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,18630,2555
270,15,20,270,269,271,0,,,Turning & Milling,Turning & Milling,ID4167,8930,15825
271,15,21,271,270,272,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,392220,7201
272,15,7,272,271,273,0,,,Laser Marking,Laser Marking,ID4882,47150,3488
273,15,6,273,272,274,0,,,Lapping,Lapping,ID0998,5715,4162
274,15,6,274,273,275,0,,,Lapping,Lapping,ID4882,119030,227
275,15,13,275,274,"(276, 277)",0,,,Round Grinding,Round Grinding,ID4355,5974,3283
276,15,13,276,275,278,1,,,Round Grinding,Round Grinding,ID4355,53032,15969
277,15,13,277,275,278,1,,,Round Grinding,Round Grinding,ID0420,17224,29404
278,15,14,278,"(276, 277)","(279, 280)",0,,,Round  Q.C.,Round  Q.C.,ID4872,9711,3535
279,15,11,279,278,281,1,,,Packing,Packing,ID4820,22157,3755
280,15,11,280,278,281,1,,,Packing,Packing,ID4820,465438,4822
281,15,14,281,"(279, 280)",282,0,,,Round  Q.C.,Round  Q.C.,ID4851,23540,3543
282,15,2,282,281,283,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,50870,1935
283,15,End,283,282,None,0,,,End,End,End,0,0
286,16,Start,286,None,287,0,,,Start,Start,Start,0,0
287,16,11,287,286,288,0,,,Packing,Packing,ID4820,27522,3622
288,16,2,288,287,289,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,700074,7185
289,16,21,289,288,290,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,934,6941
290,16,2,290,289,291,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,31043,504
291,16,21,291,290,292,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4163,25630,2187
292,16,End,292,291,None,0,,,End,End,End,0,0
295,17,Start,295,None,296,0,,,Start,Start,Start,0,0
296,17,20,296,295,297,0,,,Turning & Milling,Turning & Milling,ID4932,21932,3345
297,17,20,297,296,298,0,,,Turning & Milling,Turning & Milling,ID4794,9,19610
298,17,20,298,297,"(299, 300)",0,,,Turning & Milling,Turning & Milling,ID4529,46327,34460
299,17,20,299,298,301,1,,,Turning & Milling,Turning & Milling,ID0997,956,22057
300,17,20,300,298,301,1,,,Turning & Milling,Turning & Milling,ID4132,1,23450
301,17,20,301,"(299, 300)","(302, 303)",0,,,Turning & Milling,Turning & Milling,ID4718,11,14938
302,17,20,302,301,304,1,,,Turning & Milling,Turning & Milling,ID3846,6404,16577
303,17,20,303,301,304,1,,,Turning & Milling,Turning & Milling,ID0997,14775,15920
304,17,21,304,"(302, 303)","(305, 306)",0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,12873,413
305,17,20,305,304,307,1,,,Turning & Milling,Turning & Milling,ID0997,10271,1792
306,17,20,306,304,307,1,,,Turning & Milling,Turning & Milling,ID4718,500,351
307,17,20,307,"(305, 306)","(308, 309)",0,,,Turning & Milling,Turning & Milling,ID3846,24429,70475
308,17,20,308,307,310,1,,,Turning & Milling,Turning & Milling,ID4718,2793,34519
309,17,21,309,307,310,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4493,10529,105
310,17,20,310,"(308, 309)","(311, 312, 313)",0,,,Turning & Milling,Turning & Milling,ID4429,31350,36293
311,17,20,311,310,315,1,,,Turning & Milling,Turning & Milling,ID4219,4109,7711
312,17,20,312,310,315,1,,,Turning & Milling,Turning & Milling,ID4794,5685,3998
313,17,21,313,310,314,1,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,5456,6432
314,17,20,314,313,315,1,,,Turning & Milling,Turning & Milling,ID4641,58276,14561
315,17,21,315,"(311, 312, 314)",316,0,,,Turning & Milling Q.C.,Turning & Milling Q.C.,ID4618,7838,48
316,17,7,316,315,317,0,,,Laser Marking,Laser Marking,ID0998,177,82
317,17,7,317,316,318,0,,,Laser Marking,Laser Marking,ID4445,2642,3099
318,17,7,318,317,319,0,,,Laser Marking,Laser Marking,ID4882,184695,2938
319,17,6,319,318,"(320, 321)",0,,,Lapping,Lapping,ID4528,691,2520
320,17,6,320,319,322,1,,,Lapping,Lapping,ID4528,37878,1879
321,17,6,321,319,322,1,,,Lapping,Lapping,ID4872,23983,5707
322,17,6,322,"(320, 321)",323,0,,,Lapping,Lapping,ID0998,10164,6101
323,17,7,323,322,324,0,,,Laser Marking,Laser Marking,ID4882,51659,3734
324,17,6,324,323,325,0,,,Lapping,Lapping,ID4882,24272,5955
325,17,13,325,324,"(326, 327)",0,,,Round Grinding,Round Grinding,ID4445,5187,45146
326,17,13,326,325,328,1,,,Round Grinding,Round Grinding,ID4355,1055,90
327,17,13,327,325,328,1,,,Round Grinding,Round Grinding,ID4445,96,2184
328,17,13,328,"(326, 327)",329,0,,,Round Grinding,Round Grinding,ID4385,28603,15671
329,17,13,329,328,"(330, 331, 333)",0,,,Round Grinding,Round Grinding,ID4872,54306,1988
330,17,13,330,329,335,1,,,Round Grinding,Round Grinding,ID4163,17247,3990
331,17,13,331,329,332,1,,,Round Grinding,Round Grinding,ID4385,13925,1321
332,17,2,332,331,335,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,1835,4741
333,17,13,333,329,334,1,,,Round Grinding,Round Grinding,ID4445,1816,8523
334,17,11,334,333,335,1,,,Packing,Packing,ID4291,64821,3760
335,17,13,335,"(330, 332, 334)",336,0,,,Round Grinding,Round Grinding,ID4385,41307,7259
336,17,13,336,335,"(337, 339)",0,,,Round Grinding,Round Grinding,ID4528,77468,13428
337,17,6,337,336,338,1,,,Lapping,Lapping,ID4882,181836,2478
338,17,13,338,337,340,1,,,Round Grinding,Round Grinding,ID4385,6841,799
339,17,13,339,336,340,1,,,Round Grinding,Round Grinding,ID4385,198,21607
340,17,13,340,"(338, 339)",341,0,,,Round Grinding,Round Grinding,ID4872,36047,14155
341,17,13,341,340,"(342, 343)",0,,,Round Grinding,Round Grinding,ID4872,116,15553
342,17,13,342,341,344,1,,,Round Grinding,Round Grinding,ID0420,2780,14961
343,17,13,343,341,344,1,,,Round Grinding,Round Grinding,ID4872,62510,2383
344,17,13,344,"(342, 343)",345,0,,,Round Grinding,Round Grinding,ID4445,9913,22243
345,17,13,345,344,"(346, 347)",0,,,Round Grinding,Round Grinding,ID4385,36,11450
346,17,13,346,345,348,1,,,Round Grinding,Round Grinding,ID4445,5272,47392
347,17,13,347,345,348,1,,,Round Grinding,Round Grinding,ID4528,2538,1283
348,17,13,348,"(346, 347)",349,0,,,Round Grinding,Round Grinding,ID4355,158090,24423
349,17,13,349,348,"(350, 351, 352, 353)",0,,,Round Grinding,Round Grinding,ID4528,11614,9672
350,17,2,350,349,354,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,1451,4972
351,17,6,351,349,354,1,,,Lapping,Lapping,ID4882,73412,6967
352,17,7,352,349,354,1,,,Laser Marking,Laser Marking,ID4528,73632,1630
353,17,13,353,349,354,1,,,Round Grinding,Round Grinding,ID4287,985,25545
354,17,11,354,"(350, 351, 352, 353)",355,0,,,Packing,Packing,ID4291,18766,2508
355,17,13,355,354,356,0,,,Round Grinding,Round Grinding,ID0937,16722,7185
356,17,2,356,355,357,0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,83833,8942
357,17,11,357,356,358,0,,,Packing,Packing,ID4820,46095,3646
358,17,2,358,357,"(359, 362)",0,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4287,197596,19652
359,17,2,359,358,360,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4618,101,4954
360,17,2,360,359,361,1,,,Final Inspection Q.C.,Final Inspection Q.C.,ID4163,4398,6925
