caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case14,Create Purchase Requisition,res_869aa941-799c-4301-8dc6-77596ded6d55,Role 1,2011-01-01 18:54:25,33,0,2011-01-01 18:47:46
Case15,Create Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 1,2011-01-01 19:20:31,34,0,2011-01-01 19:13:52
Case16,Create Purchase Requisition,res_2ec0c6f7-77e0-4b19-8ae4-01cb84f427ac,Role 1,2011-01-01 20:07:25,35,0,2011-01-01 20:00:46
Case17,Create Purchase Requisition,res_047c0b9a-26a5-494a-8637-5199a0ec470a,Role 1,2011-01-01 21:28:40,36,0,2011-01-01 21:22:02
Case1,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-01 21:34:44,36,0,2011-01-01 21:31:01
Case2,Analyze Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-01 22:38:04,36,0,2011-01-01 22:34:22
Case18,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-01 22:41:15,37,0,2011-01-01 22:36:41
Case19,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-01 23:19:53,38,0,2011-01-01 23:13:15
Case3,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-01 23:35:55,38,0,2011-01-01 23:32:16
Case20,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-02 00:31:36,39,0,2011-01-02 00:27:02
Case1,Create Request for Quotation,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-02 00:41:44,38,0,2011-01-02 00:25:53
Case2,Create Request for Quotation,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 01:16:37,39,0,2011-01-02 01:00:50
Case21,Create Purchase Requisition,res_2ec0c6f7-77e0-4b19-8ae4-01cb84f427ac,Role 1,2011-01-02 02:04:38,40,0,2011-01-02 01:57:32
Case5,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 02:16:22,40,0,2011-01-02 02:14:35
Case4,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-02 02:23:52,40,0,2011-01-02 02:20:49
Case22,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-02 03:30:56,41,0,2011-01-02 03:23:48
Case3,Amend Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-02 04:37:11,41,0,2011-01-02 04:22:09
Case23,Create Purchase Requisition,res_db198f26-c236-4d7a-81b5-448648afa47b,Role 1,2011-01-02 05:02:32,42,0,2011-01-02 04:55:22
Case6,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 05:16:28,42,0,2011-01-02 05:13:23
Case24,Create Purchase Requisition,res_047c0b9a-26a5-494a-8637-5199a0ec470a,Role 1,2011-01-02 05:33:52,43,0,2011-01-02 05:26:41
Case7,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 05:46:36,43,0,2011-01-02 05:43:31
Case4,Amend Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 1,2011-01-02 06:15:14,43,0,2011-01-02 06:01:52
Case5,Amend Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 1,2011-01-02 06:15:28,43,1,2011-01-02 06:02:42
Case8,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 07:40:18,43,0,2011-01-02 07:37:11
Case25,Create Purchase Requisition,res_98ad28c6-3952-46f3-858f-b4d1d29106e1,Role 1,2011-01-02 07:54:35,44,0,2011-01-02 07:47:20
Case26,Create Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-02 08:19:03,45,0,2011-01-02 08:11:47
Case9,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 08:46:36,45,0,2011-01-02 08:43:28
Case27,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-02 09:26:11,46,0,2011-01-02 09:20:11
Case6,Amend Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-02 09:27:02,45,0,2011-01-02 09:13:47
Case10,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 09:57:57,46,0,2011-01-02 09:55:07
Case7,Amend Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-02 10:05:19,46,0,2011-01-02 09:52:08
Case28,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-02 10:22:38,47,0,2011-01-02 10:15:17
Case8,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 10:36:58,47,0,2011-01-02 10:22:57
Case11,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 10:58:08,47,0,2011-01-02 10:54:57
Case29,Create Purchase Requisition,res_98ad28c6-3952-46f3-858f-b4d1d29106e1,Role 1,2011-01-02 11:40:54,48,0,2011-01-02 11:33:29
Case12,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 12:32:04,48,0,2011-01-02 12:28:17
Case10,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 12:33:48,48,0,2011-01-02 12:19:30
Case13,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-02 12:51:16,48,0,2011-01-02 12:48:03
Case30,Create Purchase Requisition,res_047c0b9a-26a5-494a-8637-5199a0ec470a,Role 1,2011-01-02 13:04:21,49,0,2011-01-02 12:56:53
Case31,Create Purchase Requisition,res_047c0b9a-26a5-494a-8637-5199a0ec470a,Role 1,2011-01-02 13:07:03,50,1,2011-01-02 13:01:38
Case9,Amend Purchase Requisition,res_db198f26-c236-4d7a-81b5-448648afa47b,Role 1,2011-01-02 13:22:35,50,0,2011-01-02 13:09:35
Case32,Create Purchase Requisition,res_a4c66106-88f4-4357-ad17-009452505ca3,Role 1,2011-01-02 14:18:28,51,0,2011-01-02 14:13:17
Case11,Create Request for Quotation,res_a4c66106-88f4-4357-ad17-009452505ca3,Role 3,2011-01-02 14:21:27,50,0,2011-01-02 14:07:47
Case14,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 14:27:18,51,0,2011-01-02 14:24:02
Case15,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 14:55:10,51,0,2011-01-02 14:51:54
Case16,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-02 15:43:30,52,0,2011-01-02 15:40:28
Case33,Create Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 1,2011-01-02 15:44:45,52,0,2011-01-02 15:37:08
Case34,Create Purchase Requisition,res_a4c66106-88f4-4357-ad17-009452505ca3,Role 1,2011-01-02 16:54:17,53,0,2011-01-02 16:46:37
Case17,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 17:06:35,53,0,2011-01-02 17:03:15
Case35,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-02 17:50:19,54,0,2011-01-02 17:42:35
Case3,Analyze Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-02 17:57:49,54,0,2011-01-02 17:42:36
Case13,Amend Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 1,2011-01-02 18:07:02,54,0,2011-01-02 17:49:44
Case36,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-02 18:14:46,55,0,2011-01-02 18:09:19
Case14,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 18:19:15,54,0,2011-01-02 18:06:03
Case18,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 18:23:29,55,0,2011-01-02 18:17:16
Case15,Create Request for Quotation,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-02 18:52:43,55,0,2011-01-02 18:39:32
Case19,Analyze Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 3,2011-01-02 19:00:37,55,0,2011-01-02 18:57:13
Case12,Amend Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 1,2011-01-02 19:18:42,55,0,2011-01-02 18:59:31
Case4,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 19:48:56,55,0,2011-01-02 19:34:02
Case37,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-02 20:04:57,56,0,2011-01-02 19:57:05
Case20,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 20:16:41,56,0,2011-01-02 20:13:43
Case16,Amend Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-02 20:24:23,56,0,2011-01-02 20:11:05
Case38,Create Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-02 21:05:40,57,0,2011-01-02 20:57:44
Case39,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-02 21:24:25,58,0,2011-01-02 21:16:27
Case21,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-02 21:33:43,58,0,2011-01-02 21:31:11
Case18,Create Request for Quotation,res_869aa941-799c-4301-8dc6-77596ded6d55,Role 3,2011-01-02 22:55:28,58,0,2011-01-02 22:39:20
Case22,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-02 23:01:26,58,0,2011-01-02 22:58:55
Case17,Amend Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 1,2011-01-02 23:09:46,58,0,2011-01-02 22:53:07
Case40,Create Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 1,2011-01-02 23:26:10,59,0,2011-01-02 23:18:05
Case5,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-02 23:38:53,59,0,2011-01-02 23:22:18
Case19,Amend Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-03 00:09:28,59,0,2011-01-02 23:57:08
Case41,Create Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-03 00:33:36,60,0,2011-01-03 00:25:28
Case23,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 00:34:33,60,0,2011-01-03 00:31:51
Case24,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 01:07:24,60,0,2011-01-03 01:04:25
Case42,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-03 01:16:00,61,0,2011-01-03 01:07:53
Case20,Create Request for Quotation,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 01:42:29,61,0,2011-01-03 01:25:57
Case43,Create Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-03 03:03:51,62,0,2011-01-03 02:55:45
Case25,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 03:29:18,62,0,2011-01-03 03:26:16
Case44,Create Purchase Requisition,res_98ad28c6-3952-46f3-858f-b4d1d29106e1,Role 1,2011-01-03 03:51:24,63,0,2011-01-03 03:46:30
Case26,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 03:54:28,63,1,2011-01-03 03:51:45
Case6,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 03:58:26,62,0,2011-01-03 03:42:06
Case23,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 04:44:58,63,0,2011-01-03 04:29:29
Case27,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 05:05:53,63,1,2011-01-03 05:03:46
Case7,Analyze Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-03 05:12:51,63,0,2011-01-03 04:56:40
Case45,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-03 05:15:10,64,0,2011-01-03 05:11:33
Case21,Amend Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 1,2011-01-03 05:23:31,63,0,2011-01-03 05:08:22
Case22,Amend Purchase Requisition,res_8e7088c2-ce8b-4269-a496-81b4ee8c84e3,Role 1,2011-01-03 05:28:51,64,1,2011-01-03 05:16:14
Case28,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 06:00:10,64,0,2011-01-03 05:57:05
Case46,Create Purchase Requisition,res_2ec0c6f7-77e0-4b19-8ae4-01cb84f427ac,Role 1,2011-01-03 07:03:41,65,0,2011-01-03 06:55:36
Case29,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 07:19:12,65,0,2011-01-03 07:16:05
Case24,Amend Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 1,2011-01-03 07:54:46,65,0,2011-01-03 07:41:53
Case25,Create Request for Quotation,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 07:57:06,65,0,2011-01-03 07:42:39
Case31,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 08:45:16,65,1,2011-01-03 08:43:23
Case30,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 08:45:29,65,0,2011-01-03 08:42:19
Case47,Create Purchase Requisition,res_611dbd25-e120-4266-a32d-6b629e6f7257,Role 1,2011-01-03 08:59:42,66,0,2011-01-03 08:54:48
Case26,Create Request for Quotation,res_611dbd25-e120-4266-a32d-6b629e6f7257,Role 3,2011-01-03 09:10:07,65,0,2011-01-03 08:44:45
Case32,Analyze Purchase Requisition,res_869aa941-799c-4301-8dc6-77596ded6d55,Role 3,2011-01-03 09:48:57,66,0,2011-01-03 09:44:39
Case48,Create Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 1,2011-01-03 09:50:12,67,0,2011-01-03 09:45:18
Case9,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 10:05:50,67,0,2011-01-03 09:49:55
Case49,Create Purchase Requisition,res_db198f26-c236-4d7a-81b5-448648afa47b,Role 1,2011-01-03 10:36:07,68,0,2011-01-03 10:28:01
Case33,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 11:25:05,68,0,2011-01-03 11:21:51
Case50,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-03 12:05:37,69,0,2011-01-03 11:57:30
Case51,Create Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-03 12:25:56,70,0,2011-01-03 12:17:48
Case34,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 12:34:53,70,0,2011-01-03 12:31:37
Case31,Create Request for Quotation,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 12:55:38,70,0,2011-01-03 12:38:22
Case35,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 13:09:00,70,0,2011-01-03 13:05:42
Case36,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 13:35:12,70,0,2011-01-03 13:30:55
Case28,Amend Purchase Requisition,res_d4fd3845-fd2d-47ec-949c-666c5e47c143,Role 1,2011-01-03 13:49:08,70,0,2011-01-03 13:36:47
Case52,Create Purchase Requisition,res_d4fd3845-fd2d-47ec-949c-666c5e47c143,Role 1,2011-01-03 13:50:05,71,0,2011-01-03 13:43:52
Case53,Create Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 1,2011-01-03 14:31:16,72,0,2011-01-03 14:23:06
Case27,Amend Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-03 15:07:57,72,0,2011-01-03 14:53:27
Case29,Amend Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 1,2011-01-03 15:24:32,72,0,2011-01-03 15:12:21
Case54,Create Purchase Requisition,res_0efa1cf0-93ae-46a7-b21a-d7c247f5cbbd,Role 1,2011-01-03 15:33:43,73,0,2011-01-03 15:25:32
Case37,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 15:45:48,73,0,2011-01-03 15:42:25
Case32,Create Request for Quotation,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 16:09:57,73,0,2011-01-03 15:54:53
Case38,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 16:46:25,73,0,2011-01-03 16:43:00
Case55,Create Purchase Requisition,res_98ad28c6-3952-46f3-858f-b4d1d29106e1,Role 1,2011-01-03 16:59:03,74,0,2011-01-03 16:50:50
Case39,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 17:04:57,74,0,2011-01-03 17:01:31
Case56,Create Purchase Requisition,res_87835eee-e292-4f90-bd23-c35df71bb613,Role 1,2011-01-03 17:42:58,75,0,2011-01-03 17:34:43
Case40,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-03 18:33:28,76,0,2011-01-03 18:30:05
Case57,Create Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-03 18:37:23,76,0,2011-01-03 18:29:06
Case41,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 19:12:36,77,0,2011-01-03 19:10:11
Case58,Create Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 1,2011-01-03 19:17:16,77,0,2011-01-03 19:08:58
Case42,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 19:58:33,77,0,2011-01-03 19:56:07
Case30,Amend Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 1,2011-01-03 20:01:43,77,0,2011-01-03 19:49:54
Case33,Amend Purchase Requisition,res_db198f26-c236-4d7a-81b5-448648afa47b,Role 1,2011-01-03 20:35:14,77,0,2011-01-03 20:23:34
Case59,Create Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 1,2011-01-03 20:43:59,78,0,2011-01-03 20:35:38
Case16,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 21:09:02,78,0,2011-01-03 20:54:08
Case43,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 21:45:46,78,0,2011-01-03 21:43:48
Case35,Create Request for Quotation,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-03 21:55:00,78,0,2011-01-03 21:41:35
Case60,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-03 21:56:28,79,0,2011-01-03 21:53:21
Case21,Analyze Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 3,2011-01-03 22:05:18,78,0,2011-01-03 21:46:21
Case34,Amend Purchase Requisition,res_57d359f4-0776-445f-9f2d-aca528312839,Role 1,2011-01-03 22:10:39,79,0,2011-01-03 21:56:47
Case44,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 22:20:43,79,0,2011-01-03 22:16:57
Case38,Create Request for Quotation,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-03 23:21:35,79,0,2011-01-03 23:08:23
Case61,Create Purchase Requisition,res_0efa1cf0-93ae-46a7-b21a-d7c247f5cbbd,Role 1,2011-01-03 23:45:16,80,0,2011-01-03 23:40:04
Case39,Create Request for Quotation,res_0efa1cf0-93ae-46a7-b21a-d7c247f5cbbd,Role 3,2011-01-03 23:51:03,79,0,2011-01-03 23:37:54
Case45,Analyze Purchase Requisition,res_53d428cd-3b3d-4f0b-9cf9-7e886b1432f8,Role 3,2011-01-03 23:54:59,80,0,2011-01-03 23:52:22
Case13,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-04 00:15:35,80,0,2011-01-03 23:59:22
Case22,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-04 00:55:48,80,0,2011-01-04 00:39:00
Case62,Create Purchase Requisition,res_db198f26-c236-4d7a-81b5-448648afa47b,Role 1,2011-01-04 01:02:41,81,0,2011-01-04 00:55:50
Case63,Create Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 1,2011-01-04 01:27:03,82,0,2011-01-04 01:22:41
Case17,Analyze Purchase Requisition,res_81b073cc-39d3-44b6-b3bd-cc4e0a283e1b,Role 3,2011-01-04 01:29:55,81,0,2011-01-04 01:13:23
Case46,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-04 01:44:58,82,0,2011-01-04 01:42:26
Case37,Amend Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-04 02:17:36,82,0,2011-01-04 02:05:51
Case64,Create Purchase Requisition,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 1,2011-01-04 02:17:48,83,0,2011-01-04 02:14:19
Case40,Create Request for Quotation,res_9f94c6f8-ae26-4aab-8b25-3d5301cdbaea,Role 3,2011-01-04 02:25:48,82,0,2011-01-04 02:12:29
Case19,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-04 03:14:27,83,0,2011-01-04 03:00:34
Case47,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-04 03:16:31,83,1,2011-01-04 03:12:41
Case65,Create Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-04 03:46:27,84,0,2011-01-04 03:39:30
Case43,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-04 03:55:09,84,0,2011-01-04 03:40:34
Case48,Analyze Purchase Requisition,res_3544056e-e1db-4702-9d2e-ee1f4ecc4520,Role 3,2011-01-04 04:02:13,84,0,2011-01-04 03:58:40
Case66,Create Purchase Requisition,res_2ec0c6f7-77e0-4b19-8ae4-01cb84f427ac,Role 1,2011-01-04 04:44:11,85,0,2011-01-04 04:39:41
Case12,Analyze Purchase Requisition,res_2ec0c6f7-77e0-4b19-8ae4-01cb84f427ac,Role 3,2011-01-04 04:49:54,84,0,2011-01-04 04:32:12
Case67,Create Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 1,2011-01-04 05:12:32,86,0,2011-01-04 05:05:30
Case49,Analyze Purchase Requisition,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-04 05:14:20,86,0,2011-01-04 05:12:32
Case5,Create Request for Quotation,res_33c74fc0-b9f2-49a3-95be-dec42cca0bc6,Role 3,2011-01-04 05:24:42,86,0,2011-01-04 05:05:56
Case42,Amend Purchase Requisition,res_d4fd3845-fd2d-47ec-949c-666c5e47c143,Role 1,2011-01-04 05:48:02,86,1,2011-01-04 05:37:07
Case4,Amend Purchase Requisition,res_d4fd3845-fd2d-47ec-949c-666c5e47c143,Role 1,2011-01-04 05:49:05,86,0,2011-01-04 05:30:53
